question_id,subject,model,mode,model_extracted_output,correct_answer,correct,notes,request_time_ms
Fundamentals_of_Materials_Instructors_Example 9.37,Materials: Metals,openai/o4-mini,multimodal,20.6,41.5,N,llm_only,18314
Fundamentals_of_Materials_Instructors_Example 9.38,Materials: Metals,openai/o4-mini,multimodal,5.8\times10^4,49500,N,llm_only,34824
Fundamentals_of_Materials_Instructors_Example 9.39,Materials: Metals,openai/o4-mini,multimodal,15,17.2,N,llm_only,21952
Fundamentals_of_Materials_Instructors_Example 9.40,Materials: Metals,openai/o4-mini,multimodal,815,775,N,llm_only,13185
Fundamentals_of_Materials_Instructors_Example 9.41,Materials: Metals,openai/o4-mini,multimodal,2.0\times10^3,2000,Y,llm_only,10945
Fundamentals_of_Materials_Instructors_Example 9.42,Materials: Metals,openai/o4-mini,multimodal,2.5\times10^4,16500,N,llm_only,11365
Fundamentals_of_Materials_Instructors_Example 9.43,Materials: Metals,openai/o4-mini,multimodal,0.018,19.1,N,llm_only,21093
Fundamentals_of_Materials_Instructors_Example 11.13,Materials: Metals,openai/o4-mini,multimodal,"(2.0,2.1\times10^{-3})","(3.09, 4.24e-5)",N,llm_only,19604
Fundamentals_of_Materials_Instructors_Example 11.42,Materials: Polymers,openai/o4-mini,multimodal,"(2.7,3.0\times10^{-7})","(2.60, 1.81e-7)",N,llm_only,21000
Fundamentals_of_Materials_Instructors_Example 12.14,Materials: Metals,openai/o4-mini,multimodal,"(1.6\times10^{-8},\;6.0\times10^{-11},\;1.0\times10^{-6},\;4.8\times10^{-8})","(1.58e-8, 6.5e-11, 1.18e-6, 5.24e-8)",N,llm_only,29085
Fundamentals_of_Materials_Instructors_Example 12.15,Materials: Metals,openai/o4-mini,multimodal,4.6\times10^{7},7.14E+06,N,llm_only,25534
Fundamentals_of_Materials_Instructors_Example 12.18,Materials: Semiconductors,openai/o4-mini,multimodal,"(4.5\times10^{-10},2.0\times10^{-13})","(9E-10, 2E-12)",N,llm_only,17937
Fundamentals_of_Materials_Instructors_Example 12.37,Materials: Semiconductors,openai/o4-mini,multimodal,1.04\times10^3,1040,N,llm_only,9114
Fundamentals_of_Materials_Instructors_Example 12.38,Materials: Semiconductors,openai/o4-mini,multimodal,3.8\times10^3,2240,N,llm_only,13522
Fundamentals_of_Materials_Instructors_Example 12.39,Materials: Semiconductors,openai/o4-mini,multimodal,60,128,N,llm_only,7195
Fundamentals_of_Materials_Instructors_Example 12.40,Materials: Semiconductors,openai/o4-mini,multimodal,1.3\times10^3,1120,N,llm_only,12621
Fundamentals_of_Materials_Instructors_Example 12.47,Materials: Semiconductors,openai/o4-mini,multimodal,6.1\times10^3,3076,N,llm_only,14347
Fundamentals_of_Materials_Instructors_Example 12.57,Properties: Electrical,openai/o4-mini,multimodal,"\bigl(2.9\times10^{-30},\;4.5\times10^{-2}\bigr)","(7.69e-30, 0.120)",N,llm_only,34333
Fundamentals_of_Materials_Instructors_Example 13.4,Materials: Metals,openai/o4-mini,multimodal,8.1,8.1,N,llm_only,10083
Fundamentals_of_Materials_Instructors_Example 13.16,Materials: Ceramics,openai/o4-mini,multimodal,"(2300,1900)","(4030, 3760)",N,llm_only,15123
Fundamentals_of_Materials_Instructors_Example 13.18,Materials: Ceramics,openai/o4-mini,multimodal,"(0.81,0.47)","(0.73, 0.42)",N,llm_only,33166
Fundamentals_of_Materials_Instructors_Example 14.9,Materials: Metals,openai/o4-mini,multimodal,"(880,\;780,\;810)","(1580, 1420, 1555)",N,llm_only,29724
Fundamentals_of_Materials_Instructors_Example 14.10,Materials: Metals,openai/o4-mini,multimodal,"(920,800,767,810)","(1635, 1470, 1430, 1430)",N,llm_only,46002
Fundamentals_of_Materials_Instructors_Example 14.21,Materials: Glasses,openai/o4-mini,multimodal,"(1000,700,600)","(2770, 1525, 1290)",N,llm_only,53315
Fundamentals_of_Materials_Instructors_Example 14.22,Materials: Glasses,openai/o4-mini,multimodal,3.0\times10^{5},212700,N,llm_only,31504
Fundamentals_of_Materials_Instructors_Example 18.9,Materials: Metals,openai/o4-mini,multimodal,1.14,1.14,Y,llm_only,14005
Fundamentals_of_Materials_Instructors_Example 18.17,Materials: Metals,openai/o4-mini,multimodal,"\bigl(5.03\times10^{-5},1.28,2.55\times10^{4}\bigr)","(5.03e-5, 1.30, 25850)",N,llm_only,25664
Fundamentals_of_Materials_Instructors_Example 18.21,Materials: Metals,openai/o4-mini,multimodal,"(1.15,\;9.2\times10^{-2},\;7.3\times10^{4},\;7.3\times10^{4},\;9.1\times10^{5})","(1.07, 3.36e-2, 26730, 26729, 3.34e5)",N,llm_only,24401
Fundamentals_of_Ceramics_Barsoum_Example 3.1,Fundamental: Crystal Structure,openai/o4-mini,multimodal,\frac{\sqrt{6}}{2}\;-\;1,0.225,Y,llm_only,10501
Fundamentals_of_Ceramics_Barsoum_Example 5.2,Materials: Metals,openai/o4-mini,multimodal,"\bigl(9,\;1.98\times10^{-4}\bigr)","(9, 0.0002)",Y,llm_only,18826
Fundamentals_of_Ceramics_Barsoum_Example 5.3,Properties: Thermal,openai/o4-mini,multimodal,4.8\times10^{12},6.8e12,N,llm_only,12203
Fundamentals_of_Ceramics_Barsoum_Example 5.5,Materials: Metals,openai/o4-mini,multimodal,"(3\times10^{-52},1)\quad\text{and}\quad(1,1.8\times10^{-26})","(3.2e-52, 1.8e-26)",Y,llm_only,17556
Fundamentals_of_Ceramics_Barsoum_Example 7.2,Materials: Metals,openai/o4-mini,multimodal,1.26\times10^5,77,N,llm_only,23889
Fundamentals_of_Ceramics_Barsoum_Example 11.1,Materials: Ceramics,openai/o4-mini,multimodal,"(3.26,2.06)","(2.91, 2.06)",N,llm_only,18911
Fundamentals_of_Ceramics_Barsoum_Example 11.2,Materials: Ceramics,openai/o4-mini,multimodal,"(9.4,\;382,\;183)","(10.5, 385, 200)",N,llm_only,77208
Fundamentals_of_Ceramics_Barsoum_Example 12.1,Properties: Mechanical,openai/o4-mini,multimodal,"\bigl(-1.66\times10^{-22},\;5.6\times10^{-27}\bigr)","(-100, 0.33)",N,llm_only,15861
Fundamentals_of_Ceramics_Barsoum_Example 15.1,Materials: Ceramics,openai/o4-mini,multimodal,2.7\times10^{-5},2.7e-5,Y,llm_only,21368
Fundamentals_of_Ceramics_Barsoum_Example 15.4,Materials: Metals,openai/o4-mini,multimodal,"5.19\times10^{5},\;0.652","(6.2e5, 0.78)",N,llm_only,19067
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 4.1,Materials: Polymers,openai/o4-mini,multimodal,Epoxy\text{-}62\%\ Kevlar,Epoxy-62% Kevlar,Y,llm_only,10638
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 5.1,Properties: Mechanical,openai/o4-mini,multimodal,0.1587,0.1587,Y,llm_only,7615
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 6.1,Materials: Metals,openai/o4-mini,multimodal,"(0.0148,\;2.03\times10^3)","(14.77, 2033)",Y,llm_only,22176
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 6.3,Materials: Metals,openai/o4-mini,multimodal,"(17.18,\;17.3,\;0.71)","(17.2, 7.5, 0.3)",N,llm_only,15713
The_Science_And_Engineering_of_Materials_Askeland_Example 3-7,Materials: Ceramics,openai/o4-mini,multimodal,"\bigl((1,0,0),(-1,-2,2),(1,1,1)\bigr)","([100], [111],)",N,llm_only,38062
The_Science_And_Engineering_of_Materials_Askeland_Example 3-8,Fundamental: Crystal Structure,openai/o4-mini,multimodal,"(111,\;010,\;110)","((1, 1, 1), (2, 1, 0), (0, $\bar{1}$, 0))",N,llm_only,57917
The_Science_And_Engineering_of_Materials_Askeland_Example 3-9,Materials: Metals,openai/o4-mini,multimodal,"(8.9647,\;0.7854,\;0,\;0)","(8.96, 0.79, 0, 0)",Y,llm_only,20723
The_Science_And_Engineering_of_Materials_Askeland_Example 3-11,Materials: Semiconductors,openai/o4-mini,multimodal,,"((0001), (11\overline{2}1), [\overline{1}01] or [\overline{2}113], [\overline{1}10] or [\overline{1}100])",N,llm_only,203501
The_Science_And_Engineering_of_Materials_Askeland_Example 3-19,Materials: Polymers,openai/o4-mini,multimodal,"(4,8)","(4, 8)",Y,llm_only,14774
The_Science_And_Engineering_of_Materials_Askeland_Example 4-3,Materials: Metals,openai/o4-mini,multimodal,"\mathrm{BCC},(50,85.7)","(86, 50)",Y,llm_only,24795
The_Science_And_Engineering_of_Materials_Askeland_Example 4-8_1,Materials: Ceramics,openai/o4-mini,multimodal,0.280,0.280,Y,llm_only,9111
The_Science_And_Engineering_of_Materials_Askeland_Example 5-2,Materials: Polymers,openai/o4-mini,multimodal,1.17\times10^5,27880,N,llm_only,12412
The_Science_And_Engineering_of_Materials_Askeland_Example 5-4,Materials: Ceramics,openai/o4-mini,multimodal,6.2\times10^{13},6.17E+13,N,llm_only,14691
The_Science_And_Engineering_of_Materials_Askeland_Example 5-5,Materials: Metals,openai/o4-mini,multimodal,"(3.54\times10^{21},0.0129,0.0732)","(3.5343e+21, 0.013, 0.073)",Y,llm_only,33859
The_Science_And_Engineering_of_Materials_Askeland_Example 6-2,Materials: Metals,openai/o4-mini,multimodal,1.85,1.84,Y,llm_only,12173
The_Science_And_Engineering_of_Materials_Askeland_Example 6-3,Materials: Metals,openai/o4-mini,multimodal,"(1.0\times10^7,\;50.15)","(10000000.0, 50.15)",Y,llm_only,15576
The_Science_And_Engineering_of_Materials_Askeland_Example 6-7,Materials: Glasses,openai/o4-mini,multimodal,"(297,9.3)","(296, 9.3)",Y,llm_only,21957
The_Science_And_Engineering_of_Materials_Askeland_Example 7-12,Materials: Metals,openai/o4-mini,multimodal,"(8.15\times10^{-3},\;9.93\times10^{-7},\;1.05\times10^{6})","(8.1, 0.00182, 1051200)",N,llm_only,19102
The_Science_And_Engineering_of_Materials_Askeland_Example 8-1,Materials: Metals,openai/o4-mini,multimodal,"(84,86000)","(84, 85000)",N,llm_only,14844
The_Science_And_Engineering_of_Materials_Askeland_Example 9-3,Materials: Metals,openai/o4-mini,multimodal,"(0.33,\;3\times10^{-4})","(0.42, 0.0007)",N,llm_only,19187
The_Science_And_Engineering_of_Materials_Askeland_Example 9-5,Materials: Metals,openai/o4-mini,multimodal,0.30,0.77,N,llm_only,16640
The_Science_And_Engineering_of_Materials_Askeland_Example 9-6,Materials: Metals,openai/o4-mini,multimodal,3.25,3.78,N,llm_only,15525
The_Science_And_Engineering_of_Materials_Askeland_Example 10-4,Materials: Ceramics,openai/o4-mini,multimodal,"(18.8,37.5)\text{ and }(62.5,81.2)","(50, 60)",N,llm_only,45157
The_Science_And_Engineering_of_Materials_Askeland_Example 10-6,Materials: Metals,openai/o4-mini,multimodal,"(2,1,2)","(2, 1, 2)",Y,llm_only,14844
The_Science_And_Engineering_of_Materials_Askeland_Example 10-7,Materials: Metals,openai/o4-mini,multimodal,"(40,50,37,45,32,40)","(40, 37, 50, 32, 45, 40)",N,llm_only,10827
The_Science_And_Engineering_of_Materials_Askeland_Example 10-8,Materials: Metals,openai/o4-mini,multimodal,"(61.5,\;38.5)","(62, 38)",N,llm_only,9256
The_Science_And_Engineering_of_Materials_Askeland_Example 10-9,Materials: Metals,openai/o4-mini,multimodal,"(100,\;76.9,\;23.1,\;38.5,\;61.5,\;100)","(100, 77, 23, 38, 62, 100)",Y,llm_only,48007
The_Science_And_Engineering_of_Materials_Askeland_Example 11-1,Fundamental: Phase Diagram,openai/o4-mini,multimodal,,"(δ + L → γ, L₁ → γ + L₂, L → γ + β, γ → α + β, α + β → μ)",N,llm_only,176890
The_Science_And_Engineering_of_Materials_Askeland_Example 11-7,Materials: Metals,openai/o4-mini,multimodal,0.0505,5.0,N,llm_only,16354
The_Science_And_Engineering_of_Materials_Askeland_Example 12-1,Materials: Metals,openai/o4-mini,multimodal,"(2.16\times10^4,\;5.0\times10^{10})","(20852, 17600000000.0)",N,llm_only,22201
The_Science_And_Engineering_of_Materials_Askeland_Example 12-2,Materials: Metals,openai/o4-mini,multimodal,"(0.15,\;4)","(0.02, 4)",N,llm_only,9587
The_Science_And_Engineering_of_Materials_Askeland_Example 13-3,Materials: Metals,openai/o4-mini,multimodal,"(830,850,780,36,64)","(800, 825, 600, 36, 64)",N,llm_only,46019
The_Science_And_Engineering_of_Materials_Askeland_Example 13-4,Materials: Metals,openai/o4-mini,multimodal,"(850,\;375)","(825, 440)",N,llm_only,9285
The_Science_And_Engineering_of_Materials_Askeland_Example 16-3,Materials: Polymers,openai/o4-mini,multimodal,"(1257,\ 2102)","(1259, 1949)",N,llm_only,16418
The_Science_And_Engineering_of_Materials_Askeland_Example 17-4,Materials: Polymers,openai/o4-mini,multimodal,"(0.77,\;1.46,\;0.89,\;1.24)","(0.7725, 1.46, 0.89, 1.24)",Y,llm_only,16975
The_Science_And_Engineering_of_Materials_Askeland_Example 20-6,Materials: Semiconductors,openai/o4-mini,multimodal,"5.06\times10^2,\;6.36\times10^3","(510000.0, 0.64)",N,llm_only,21419
The_Science_And_Engineering_of_Materials_Askeland_Example 21-1,Materials: Glasses,openai/o4-mini,multimodal,"(48.2^\circ,\;27.3^\circ)","(48.2, 27.3)",Y,llm_only,12516
The_Science_And_Engineering_of_Materials_Askeland_Example 21-8,Materials: Metals,openai/o4-mini,multimodal,8.3,8.283,N,llm_only,6545
The_Science_And_Engineering_of_Materials_Askeland_Problem 3-41,Fundamental: Crystal Structure,openai/o4-mini,multimodal,"([001],\;[-120],\;[-112],\;[210])","([00 \overline{1}], [1 \overline{2} 0], [\overline{1} 11], [2 \overline{1} \overline{1}])",N,llm_only,50676
The_Science_And_Engineering_of_Materials_Askeland_Problem 3-43,Fundamental: Crystal Structure,openai/o4-mini,multimodal,,"((1, -1, 1), (0, 3, 0), (1, 0, -2))",N,llm_only,201122
The_Science_And_Engineering_of_Materials_Askeland_Problem 3-45,Fundamental: Crystal Structure,openai/o4-mini,multimodal,,"([1, -1, 0], [1, -1, 0, 0], [1, 1, -1], [1, 1, -2, -3], [0, 1, 1], [-1, 2, -1, 3])",N,llm_only,247665
The_Science_And_Engineering_of_Materials_Askeland_Problem 3-47,Fundamental: Crystal Structure,openai/o4-mini,multimodal,,"((1 \overline{1} 01), (0003), (1 \overline{1} 00))",N,llm_only,168102
The_Science_And_Engineering_of_Materials_Askeland_Problem 3-83,Properties: Thermal,openai/o4-mini,multimodal,0.314,0.2327,N,llm_only,59034
The_Science_And_Engineering_of_Materials_Askeland_Problem 4-52,Materials: Metals,openai/o4-mini,multimodal,284,284,N,llm_only,10136
The_Science_And_Engineering_of_Materials_Askeland_Problem 7-22,Materials: Metals,openai/o4-mini,multimodal,15.34,15.35,N,llm_only,11144
The_Science_And_Engineering_of_Materials_Askeland_Problem 7-24,Structures: Composites,openai/o4-mini,multimodal,1.59,1.634,N,llm_only,13450
The_Science_And_Engineering_of_Materials_Askeland_Problem 7-26,Materials: Polymers,openai/o4-mini,multimodal,"(23,\;23,\;-23,\;0)","(22, 22, -22, 0)",N,llm_only,11599
The_Science_And_Engineering_of_Materials_Askeland_Problem 7-28,Materials: Metals,openai/o4-mini,multimodal,"(2.5,\;3.7\times10^{-4})","(2.5, 0.0039)",N,llm_only,34283
The_Science_And_Engineering_of_Materials_Askeland_Problem 7-32,Materials: Polymers,openai/o4-mini,multimodal,"(1.25\times10^{-3},3)","(0.002061, 3.01)",N,llm_only,11964
The_Science_And_Engineering_of_Materials_Askeland_Problem 7-47,Materials: Metals,openai/o4-mini,multimodal,142,29,N,llm_only,53617
The_Science_And_Engineering_of_Materials_Askeland_Problem 7-49,Materials: Metals,openai/o4-mini,multimodal,0.53,0.52,N,llm_only,12369
The_Science_And_Engineering_of_Materials_Askeland_Problem 7-51,Materials: Metals,openai/o4-mini,multimodal,4000,2000,N,llm_only,44741
The_Science_And_Engineering_of_Materials_Askeland_Problem 8-5,Materials: Semiconductors,openai/o4-mini,multimodal,"(1,1,2)","(1, 1, 2)",N,llm_only,15324
The_Science_And_Engineering_of_Materials_Askeland_Problem 8-12,Materials: Polymers,openai/o4-mini,multimodal,0.5,0.56,N,llm_only,15636
The_Science_And_Engineering_of_Materials_Askeland_Problem 8-24,Materials: Metals,openai/o4-mini,multimodal,"(26100,20900,5.6)","(25000, 21000, 6)",N,llm_only,22768
The_Science_And_Engineering_of_Materials_Askeland_Problem 8-28,Materials: Metals,openai/o4-mini,multimodal,"(0.66,0.96)","(0.76, 0.96)",N,llm_only,12730
The_Science_And_Engineering_of_Materials_Askeland_Problem 8-30,Materials: Metals,openai/o4-mini,multimodal,"(48,26000,19000,5)","(48, 26000, 23000, 4)",N,llm_only,16222
The_Science_And_Engineering_of_Materials_Askeland_Problem 8-45,Materials: Metals,openai/o4-mini,multimodal,1.43\times10^3,1414,N,llm_only,29709
The_Science_And_Engineering_of_Materials_Askeland_Problem 9-60,Materials: Metals,openai/o4-mini,multimodal,"(0.68,\;1.13,\;0.89)","(0.68, 1.13, 0.89)",Y,llm_only,21707
The_Science_And_Engineering_of_Materials_Askeland_Problem 9-72,Materials: Metals,openai/o4-mini,multimodal,0.46\text{ and }0.046,0.046,N,llm_only,11742
The_Science_And_Engineering_of_Materials_Askeland_Problem 10-40,Materials: Metals,openai/o4-mini,multimodal,"(913,1.98)","(750, 1.62)",N,llm_only,15243
The_Science_And_Engineering_of_Materials_Askeland_Problem 10-42,Materials: Ceramics,openai/o4-mini,multimodal,1.8\times10^{2},331,N,llm_only,17724
The_Science_And_Engineering_of_Materials_Askeland_Problem 10-44,Materials: Ceramics,openai/o4-mini,multimodal,64.1,64.1,N,llm_only,9531
The_Science_And_Engineering_of_Materials_Askeland_Problem 10-46,Materials: Metals,openai/o4-mini,multimodal,"(34,27)","(49, 70)",N,llm_only,20677
The_Science_And_Engineering_of_Materials_Askeland_Problem 10-48,Materials: Metals,openai/o4-mini,multimodal,"(240,2400)","(212, 1200)",N,llm_only,34868
The_Science_And_Engineering_of_Materials_Askeland_Problem 10-56,Materials: Metals,openai/o4-mini,multimodal,"(25,45)","(55, 18)",N,llm_only,23989
The_Science_And_Engineering_of_Materials_Askeland_Problem 11-25,Materials: Metals,openai/o4-mini,multimodal,,17.5,N,llm_only,185962
The_Science_And_Engineering_of_Materials_Askeland_Problem 12-3,Materials: Polymers,openai/o4-mini,multimodal,"(9.35\times10^{-5},2.23)","(8.9e-06, 2.81)",N,llm_only,37213
The_Science_And_Engineering_of_Materials_Askeland_Problem 12-86,Materials: Metals,openai/o4-mini,multimodal,"(765,\;0.46)","(750, 0.455)",N,llm_only,54161
The_Science_And_Engineering_of_Materials_Askeland_Problem 16-27,Materials: Polymers,openai/o4-mini,multimodal,1.06\times10^{5},105500.0,Y,llm_only,11290
The_Science_And_Engineering_of_Materials_Askeland_Problem 17-19,Materials: Polymers,openai/o4-mini,multimodal,"(16,\;26)","(11.2, 22.2)",N,llm_only,18376
The_Science_And_Engineering_of_Materials_Askeland_Problem 20-31,Properties: Magnetic,openai/o4-mini,multimodal,"(11000,\;14000,\;200,\;10,\;30,\;1.0\times10^6)","(13000, 14000, 800, 5.8, 15.6, 6300000.0)",N,llm_only,56688
The_Science_And_Engineering_of_Materials_Askeland_Problem 20-39,Structures: Composites,openai/o4-mini,multimodal,4,1.5E+07,N,llm_only,10450
The_Science_And_Engineering_of_Materials_Askeland_Problem 21-42,Materials: Metals,openai/o4-mini,multimodal,1.24\times10^{4},24825,N,llm_only,37002
Materials_Science_and_Engineering_An_Introduction_Callister_Example 3.9,Properties: Mechanical,openai/o4-mini,multimodal,"([011],[01,-1,1])","([0$\overline 2$1], [2$\overline 4$23])",N,llm_only,37924
Materials_Science_and_Engineering_An_Introduction_Callister_Example 3.10,Materials: Metals,openai/o4-mini,multimodal,,(0$\bar{1}$2),N,llm_only,216270
Materials_Science_and_Engineering_An_Introduction_Callister_Example 3.7,Materials: Metals,openai/o4-mini,multimodal,[-2\;2\;1],[$\bar{2}$21],N,llm_only,7166
Materials_Science_and_Engineering_An_Introduction_Callister_Example 3.12,Fundamental: Crystal Structure,openai/o4-mini,multimodal,10\bar11,$(1\overline{1}01)$,N,llm_only,32760
Materials_Science_and_Engineering_An_Introduction_Callister_Example 3.14,Materials: Metals,openai/o4-mini,multimodal,0.495,0.4950,N,llm_only,11435
Materials_Science_and_Engineering_An_Introduction_Callister_Example 3.5,Fundamental: Crystal Structure,openai/o4-mini,multimodal,"(0.12,\;0.46,\;0.20)","(0.12, 0.46, 0.20)",Y,llm_only,36583
Materials_Science_and_Engineering_An_Introduction_Callister_Example 4.2,Materials: Metals,openai/o4-mini,multimodal,r=(\tfrac{2}{\sqrt3}-1)R,0.155R,N,llm_only,15395
Materials_Science_and_Engineering_An_Introduction_Callister_Example 5.4,Materials: Metals,openai/o4-mini,multimodal,6.7\times10^{-13},6.7e-13,N,llm_only,11610
Materials_Science_and_Engineering_An_Introduction_Callister_Example 6.1,Materials: Metals,openai/o4-mini,multimodal,0.765,0.77,N,llm_only,10181
Materials_Science_and_Engineering_An_Introduction_Callister_Example 5.2,Materials: Metals,openai/o4-mini,multimodal,2.5\times10^4,3.24e+04,N,llm_only,19043
Materials_Science_and_Engineering_An_Introduction_Callister_Example 8.2,Materials: Metals,openai/o4-mini,multimodal,3.42\times10^3,1712,N,llm_only,18351
Materials_Science_and_Engineering_An_Introduction_Callister_Example 6.3,Materials: Metals,openai/o4-mini,multimodal,"(1.0\times10^{5},\;250,\;5.79\times10^{4},\;0.863)","(93.8, 250, 57900, 15)",N,llm_only,30078
Materials_Science_and_Engineering_An_Introduction_Callister_Example 7.2,Materials: Metals,openai/o4-mini,multimodal,"(330,19)","(340, 7)",N,llm_only,13085
Materials_Science_and_Engineering_An_Introduction_Callister_Example 12.3,Fundamental: Crystal Structure,openai/o4-mini,multimodal,2.14,2.14,Y,llm_only,15124
Materials_Science_and_Engineering_An_Introduction_Callister_Example 9.3,Materials: Metals,openai/o4-mini,multimodal,"(0.502,\;0.498,\;0.394,\;0.606)","(0.67, 0.33, 0.58, 0.42)",N,llm_only,17089
Materials_Science_and_Engineering_An_Introduction_Callister_Example 18.2,Materials: Semiconductors,openai/o4-mini,multimodal,3.3\times10^{-1},0.52,N,llm_only,22343
Materials_Science_and_Engineering_An_Introduction_Callister_Example 14.1,Materials: Polymers,openai/o4-mini,multimodal,"(21150,\;338,\;23200)","(21150, 338, 23200)",Y,llm_only,15508
Materials_Science_and_Engineering_An_Introduction_Callister_Example 19.1,Materials: Metals,openai/o4-mini,multimodal,106,106,Y,llm_only,12596
Physical_Metallurgy_Hosford_Example 5.4,Fundamental: Phase Diagram,openai/o4-mini,multimodal,"(s_a,\;s_b)=(0.38,\;0.02)","(0.044, 0.456)",N,llm_only,32281
Physical_Metallurgy_Hosford_Example 9.1,Materials: Metals,openai/o4-mini,multimodal,9.1\times10^4,88500,Y,llm_only,21496
Physical_Metallurgy_Hosford_Example 9.2,Fundamental: Diffusion & Kinetics,openai/o4-mini,multimodal,2.0,3.02,N,llm_only,23847
Physical_Metallurgy_Hosford_Example 14.1,Materials: Metals,openai/o4-mini,multimodal,-1.26\times10^{6},-1.95E+06,N,llm_only,16975
Physical_Metallurgy_Hosford_Example 17.3,Materials: Metals,openai/o4-mini,multimodal,4.00,1.3347,N,llm_only,53264
Physical_Metallurgy_Hosford_Example 20.1,Materials: Metals,openai/o4-mini,multimodal,12.0,11.5,N,llm_only,19107
