question_id,subject,model,mode,model_extracted_output,correct_answer,correct,notes,request_time_ms
Introduction_to_Materials_Science_for_Engineers_Shackelford_5.25,Materials: Metals,openai/gpt-4o-mini,text_only,3.24 \times 10^{-4},3.24E-04,Y,llm_only,14844
Introduction_to_Materials_Science_for_Engineers_Shackelford_6.1,Materials: Metals,openai/gpt-4o-mini,text_only,102.3,108,N,llm_only,10593
Introduction_to_Materials_Science_for_Engineers_Shackelford_6.7,Properties: Mechanical,openai/gpt-4o-mini,text_only,"(2.95, 0.0000238)","(2.96, 2.39e-5)",Y,llm_only,16159
Introduction_to_Materials_Science_for_Engineers_Shackelford_6.17,Materials: Glasses,openai/gpt-4o-mini,text_only,14.1,4.69,N,llm_only,19388
Introduction_to_Materials_Science_for_Engineers_Shackelford_6.19,Materials: Polymers,openai/gpt-4o-mini,text_only,1.44 \times 10^{12},8970,N,llm_only,17463
Introduction_to_Materials_Science_for_Engineers_Shackelford_6.23,Materials: Metals,openai/gpt-4o-mini,text_only,97.5,97.5,Y,llm_only,8096
Introduction_to_Materials_Science_for_Engineers_Shackelford_6.45,Materials: Metals,openai/gpt-4o-mini,text_only,"(91.65, 152.75)","(400, 550)",N,llm_only,11037
Introduction_to_Materials_Science_for_Engineers_Shackelford_6.49,Materials: Metals,openai/gpt-4o-mini,text_only,773,"(252, 1.75e-5)",N,llm_only,17982
Introduction_to_Materials_Science_for_Engineers_Shackelford_6.53,Materials: Ceramics,openai/gpt-4o-mini,text_only,"(30.303, 303.030)","(30.3, 303)",Y,llm_only,12567
Introduction_to_Materials_Science_for_Engineers_Shackelford_6.57,Materials: Elastomers,openai/gpt-4o-mini,text_only,0,"(247, 0.612, 0.333, 0.171)",N,llm_only,20526
Introduction_to_Materials_Science_for_Engineers_Shackelford_6.61,Materials: Glasses,openai/gpt-4o-mini,text_only,20,"(405, (759, 1010), (1120, 1218))",N,llm_only,19614
Introduction_to_Materials_Science_for_Engineers_Shackelford_7.1,Materials: Metals,openai/gpt-4o-mini,text_only,"(67500, 106500, 300000)","(66600, 107000, 282000)",N,llm_only,20189
Introduction_to_Materials_Science_for_Engineers_Shackelford_7.3,Materials: Metals,openai/gpt-4o-mini,text_only,2942,2940,N,llm_only,9962
Introduction_to_Materials_Science_for_Engineers_Shackelford_7.5,Materials: Metals,openai/gpt-4o-mini,text_only,0.0100700625,10.07,Y,llm_only,19192
Introduction_to_Materials_Science_for_Engineers_Shackelford_7.7,Materials: Metals,openai/gpt-4o-mini,text_only,9,49.4,N,llm_only,20997
Introduction_to_Materials_Science_for_Engineers_Shackelford_7.9,Materials: Ceramics,openai/gpt-4o-mini,text_only,13500,-11.7,N,llm_only,13275
Introduction_to_Materials_Science_for_Engineers_Shackelford_7.21,Materials: Ceramics,openai/gpt-4o-mini,text_only,1125.58,-1.12,N,llm_only,11909
Introduction_to_Materials_Science_for_Engineers_Shackelford_8.11,Materials: Semiconductors,openai/gpt-4o-mini,text_only,8.84 \times 10^{-5},57 \mu \mathrm{~m} \leq a \leq 88 \mu \mathrm{~m},N,llm_only,17996
Introduction_to_Materials_Science_for_Engineers_Shackelford_8.13,Materials: Ceramics,openai/gpt-4o-mini,text_only,839.5,286,N,llm_only,16607
Introduction_to_Materials_Science_for_Engineers_Shackelford_8.19,Materials: Polymers,openai/gpt-4o-mini,text_only,563400,226,N,llm_only,14905
Introduction_to_Materials_Science_for_Engineers_Shackelford_8.23,Materials: Metals,openai/gpt-4o-mini,text_only,52.67,52.8,Y,llm_only,18669
Introduction_to_Materials_Science_for_Engineers_Shackelford_8.33,Materials: Metals,openai/gpt-4o-mini,text_only,"(0.1001, -0.1001)","(0.14, -0.13)",N,llm_only,16529
Introduction_to_Materials_Science_for_Engineers_Shackelford_9.3,Materials: Metals,openai/gpt-4o-mini,text_only,"(3, 2, 3)","(2, 1, 2)",N,llm_only,8903
Introduction_to_Materials_Science_for_Engineers_Shackelford_9.39,Materials: Ceramics,openai/gpt-4o-mini,text_only,0,0.928,N,llm_only,30587
Introduction_to_Materials_Science_for_Engineers_Shackelford_9.61,Materials: Metals,openai/gpt-4o-mini,text_only,9.05,"(58.2, 58.8)",N,llm_only,24666
Introduction_to_Materials_Science_for_Engineers_Shackelford_10.1,Materials: Metals,openai/gpt-4o-mini,text_only,-15,8.43E+12,N,llm_only,16466
Introduction_to_Materials_Science_for_Engineers_Shackelford_10.23,Materials: Metals,openai/gpt-4o-mini,text_only,"(20, 10)","($>\approx 10^{\circ} \mathrm{C} / \mathrm{s}$, $<\approx 10^{\circ} \mathrm{C} / \mathrm{s}$)",N,llm_only,9035
Introduction_to_Materials_Science_for_Engineers_Shackelford_10.25,Materials: Metals,openai/gpt-4o-mini,text_only,100,84.6,N,llm_only,9560
Introduction_to_Materials_Science_for_Engineers_Shackelford_10.27,Materials: Metals,openai/gpt-4o-mini,text_only,45,C53,N,llm_only,7374
Introduction_to_Materials_Science_for_Engineers_Shackelford_10.31,Materials: Metals,openai/gpt-4o-mini,text_only,"(AISI\ 4340, AISI\ 8620)","(4340, 9840)",N,llm_only,8284
Introduction_to_Materials_Science_for_Engineers_Shackelford_10.33,Materials: Metals,openai/gpt-4o-mini,text_only,180,400,N,llm_only,8182
Introduction_to_Materials_Science_for_Engineers_Shackelford_10.39,Materials: Metals,openai/gpt-4o-mini,text_only,30.56,31,N,llm_only,14186
Introduction_to_Materials_Science_for_Engineers_Shackelford_10.45,Materials: Ceramics,openai/gpt-4o-mini,text_only,4.81,475,N,llm_only,20110
Introduction_to_Materials_Science_for_Engineers_Shackelford_11.1,Materials: Metals,openai/gpt-4o-mini,text_only,"(7840.664, 99.57)","(7.85, 99.7)",N,llm_only,16735
Introduction_to_Materials_Science_for_Engineers_Shackelford_11.3,Materials: Metals,openai/gpt-4o-mini,text_only,"(11.02, 7875)","(5.94, 4158)",N,llm_only,15168
Introduction_to_Materials_Science_for_Engineers_Shackelford_11.5,Materials: Metals,openai/gpt-4o-mini,text_only,130,332,N,llm_only,21210
Introduction_to_Materials_Science_for_Engineers_Shackelford_11.7,Materials: Metals,openai/gpt-4o-mini,text_only,10.11,10.1,Y,llm_only,10531
Introduction_to_Materials_Science_for_Engineers_Shackelford_11.13,Materials: Metals,openai/gpt-4o-mini,text_only,0.35,0.346,Y,llm_only,10702
Introduction_to_Materials_Science_for_Engineers_Shackelford_11.15,Materials: Glasses,openai/gpt-4o-mini,text_only,1701.96,"(13.7, 9.9, 76.4)",N,llm_only,17877
Introduction_to_Materials_Science_for_Engineers_Shackelford_11.17,Materials: Glasses,openai/gpt-4o-mini,text_only,42.1875,42.2,Y,llm_only,10214
Introduction_to_Materials_Science_for_Engineers_Shackelford_11.19,Materials: Glasses,openai/gpt-4o-mini,text_only,4,1.30,N,llm_only,16690
Introduction_to_Materials_Science_for_Engineers_Shackelford_11.21,Materials: Ceramics,openai/gpt-4o-mini,text_only,4.01,0.0425,N,llm_only,17578
Introduction_to_Materials_Science_for_Engineers_Shackelford_11.27,Materials: Metals,openai/gpt-4o-mini,text_only,9.44,"(450, 8)",N,llm_only,19857
Introduction_to_Materials_Science_for_Engineers_Shackelford_11.33,Materials: Glasses,openai/gpt-4o-mini,text_only,487.5,512,N,llm_only,23774
Introduction_to_Materials_Science_for_Engineers_Shackelford_11.35,Materials: Metals,openai/gpt-4o-mini,text_only,22.65,22.6,Y,llm_only,17967
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.1,Materials: Polymers,openai/gpt-4o-mini,text_only,21039,21040,Y,llm_only,6398
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.7,Materials: Elastomers,openai/gpt-4o-mini,text_only,34057,34060,Y,llm_only,6766
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.9,Materials: Polymers,openai/gpt-4o-mini,text_only,0.01,612,N,llm_only,22494
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.11,Materials: Elastomers,openai/gpt-4o-mini,text_only,0.552,0.552,Y,llm_only,16579
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.13,Materials: Polymers,openai/gpt-4o-mini,text_only,60,101,N,llm_only,8602
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.17,Materials: Polymers,openai/gpt-4o-mini,text_only,"(50010, 4260, 770)","(50010, 4.87, 126)",N,llm_only,18322
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.19,Materials: Polymers,openai/gpt-4o-mini,text_only,394,393,Y,llm_only,9065
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.23,Materials: Polymers,openai/gpt-4o-mini,text_only,60,3.61E+25,N,llm_only,13946
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.25,Materials: Elastomers,openai/gpt-4o-mini,text_only,1,0.0426,N,llm_only,13798
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.27,Materials: Polymers,openai/gpt-4o-mini,text_only,"(49.7, 1.532)","(49.7, 1.53)",Y,llm_only,25440
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.33,Materials: Polymers,openai/gpt-4o-mini,text_only,16.44,23.0,N,llm_only,11337
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.35,Materials: Polymers,openai/gpt-4o-mini,text_only,1.5008,1.50,Y,llm_only,13224
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.41,Materials: Hybrids,openai/gpt-4o-mini,text_only,9.59,9.58,Y,llm_only,7504
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.43,Materials: Polymers,openai/gpt-4o-mini,text_only,280.9,2.89E+05,N,llm_only,10513
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.45,Materials: Metals,openai/gpt-4o-mini,text_only,268,2.86E+05,N,llm_only,9237
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.51,Materials: Glasses,openai/gpt-4o-mini,text_only,0.68,0.34,N,llm_only,9363
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.55,Materials: Metals,openai/gpt-4o-mini,text_only,71.94,4.1 to 16,N,llm_only,11360
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.59,Materials: Metals,openai/gpt-4o-mini,text_only,50,7.96E+06,Y,llm_only,17573
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.63,Materials: Metals,openai/gpt-4o-mini,text_only,9.23 \times 10^5,9.42E+07,N,llm_only,11647
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.67,Materials: Polymers,openai/gpt-4o-mini,text_only,,0.341,N,llm_only,25112
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.3,Materials: Semiconductors,openai/gpt-4o-mini,text_only,"(0.03333, 0.018)","(33.3, 18.0)",N,llm_only,13315
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.5,Materials: Metals,openai/gpt-4o-mini,text_only,4.42,4.71,N,llm_only,14745
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.7,Materials: Metals,openai/gpt-4o-mini,text_only,448.57,734,N,llm_only,14144
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.9,Materials: Metals,openai/gpt-4o-mini,text_only,1265.5,994,N,llm_only,12668
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.11,Structures: Composites,openai/gpt-4o-mini,text_only,"(0.00136, 0.00165)","(0.0353, 0.0451)",N,llm_only,13688
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.13,Materials: Semiconductors,openai/gpt-4o-mini,text_only,"(1.12 \times 10^{-38}, 1.12 \times 10^{-25}, 1.92 \times 10^{-12})","(3.75e-13, 1.79e-6)",N,llm_only,15797
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.15,Materials: Metals,openai/gpt-4o-mini,text_only,0.03571,34.8,Y,llm_only,9323
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.21,Materials: Metals,openai/gpt-4o-mini,text_only,8.78,8.80,Y,llm_only,13341
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.27,Materials: Metals,openai/gpt-4o-mini,text_only,2041,2210,N,llm_only,9907
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.31,Materials: Semiconductors,openai/gpt-4o-mini,text_only,2.804 \times 10^{-5},2.89E-05,Y,llm_only,14151
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.33,Materials: Ceramics,openai/gpt-4o-mini,text_only,1.19204 \times 10^{-4},1.2E-04,Y,llm_only,16576
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.39,Properties: Mechanical,openai/gpt-4o-mini,text_only,109,109,Y,llm_only,8256
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.43,Properties: Thermal,openai/gpt-4o-mini,text_only,5.0 \times 10^{-10},5.2E-10,Y,llm_only,9721
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.45,Materials: Semiconductors,openai/gpt-4o-mini,text_only,"(0.5, 0.5, 1, 0)","(0.657, 0.343, 0.950, 0.050)",N,llm_only,11314
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.47,Materials: Semiconductors,openai/gpt-4o-mini,text_only,17377.2,1.74E+04,Y,llm_only,11274
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.51,Materials: Semiconductors,openai/gpt-4o-mini,text_only,298.15,4.77,N,llm_only,23033
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.53,Materials: Semiconductors,openai/gpt-4o-mini,text_only,3,"(9.07e-6, 4.54e21)",N,llm_only,16822
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.65,Materials: Metals,openai/gpt-4o-mini,text_only,350,317,N,llm_only,15920
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.67,Materials: Metals,openai/gpt-4o-mini,text_only,-1,"(1.11e-10, 9.31e-7, 289)",N,llm_only,20360
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.73,Materials: Semiconductors,openai/gpt-4o-mini,text_only,8,7.5,N,llm_only,19499
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.75,Materials: Semiconductors,openai/gpt-4o-mini,text_only,10,0.1,N,llm_only,15715
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.77,Materials: Semiconductors,openai/gpt-4o-mini,text_only,"(0.5, 0.5)","(0.973, 0.027)",N,llm_only,18848
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.79,Materials: Metals,openai/gpt-4o-mini,text_only,10,2.76,N,llm_only,11416
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.83,Materials: Semiconductors,openai/gpt-4o-mini,text_only,3,"(1e3, 7.14e3, 5.14)",N,llm_only,24019
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.89,Materials: Semiconductors,openai/gpt-4o-mini,text_only,37171200,3.8E+07,Y,llm_only,7589
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.91,Materials: Metals,openai/gpt-4o-mini,text_only,3.795 \times 10^7,3.81E+07,Y,llm_only,12236
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.1,Structures: Composites,openai/gpt-4o-mini,text_only,"(4.32 \times 10^{14}, 2.86 \times 10^{-19})","(3.318e14, 1.786)",N,llm_only,24411
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.3,Materials: Glasses,openai/gpt-4o-mini,text_only,15.55,16.9,N,llm_only,16247
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.5,Materials: Ceramics,openai/gpt-4o-mini,text_only,"(\theta_c, \theta_g)","(40.98, 41.47)",N,llm_only,19470
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.7,Materials: Glasses,openai/gpt-4o-mini,text_only,28.57,34.0,N,llm_only,11761
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.9,Materials: Polymers,openai/gpt-4o-mini,text_only,40.54,40.8,Y,llm_only,12987
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.11,Materials: Polymers,openai/gpt-4o-mini,text_only,323,323,Y,llm_only,15519
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.15,Structures: Composites,openai/gpt-4o-mini,text_only,7.136,7.14,Y,llm_only,20414
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.19,Properties: Optical,openai/gpt-4o-mini,text_only,4.86 \times 10^{-6},4.87,N,llm_only,11285
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.21,Materials: Semiconductors,openai/gpt-4o-mini,text_only,"(380, 548)","(400, 549)",N,llm_only,16932
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.23,Properties: Magnetic,openai/gpt-4o-mini,text_only,"(0.2512, -10)","(0.251, 10)",Y,llm_only,24337
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.27,Materials: Metals,openai/gpt-4o-mini,text_only,1.00005,0.99995,N,llm_only,10168
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.29,Materials: Metals,openai/gpt-4o-mini,text_only,"(0.36, -25)","(0.36, -25)",Y,llm_only,14615
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.31,Materials: Metals,openai/gpt-4o-mini,text_only,-17.88,"(0.92, -18)",Y,llm_only,20738
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.35,Materials: Metals,openai/gpt-4o-mini,text_only,5,"(40, 6.04e5)",N,llm_only,19658
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.47,Materials: Metals,openai/gpt-4o-mini,text_only,1500,1.50,N,llm_only,5890
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.57,Materials: Ceramics,openai/gpt-4o-mini,text_only,2400,2.4,N,llm_only,6809
Introduction_to_Materials_Science_for_Engineers_Shackelford_15.13,Materials: Metals,openai/gpt-4o-mini,text_only,3.291,2.80,N,llm_only,13713
Introduction_to_Materials_Science_for_Engineers_Shackelford_15.19,Materials: Semiconductors,openai/gpt-4o-mini,text_only,2.10,"(2.19, 1.91 to 2.10)",Y,llm_only,24689
Introduction_to_Materials_Science_for_Engineers_Shackelford_15.21,Materials: Metals,openai/gpt-4o-mini,text_only,"(0.725, 0.658, 0.666)","(1.78, 2.10, 2.15)",N,llm_only,9687
Introduction_to_Materials_Science_for_Engineers_Shackelford_15.25,Materials: Metals,openai/gpt-4o-mini,text_only,1.57 \times 10^{16},1.56E+16,Y,llm_only,13206
Introduction_to_Materials_Science_for_Engineers_Shackelford_15.27,Materials: Metals,openai/gpt-4o-mini,text_only,2.08 \times 10^{16},2.08E+16,Y,llm_only,17606
Introduction_to_Materials_Science_for_Engineers_Shackelford_15.29,Materials: Metals,openai/gpt-4o-mini,text_only,-0.46,0.467,N,llm_only,13946
Introduction_to_Materials_Science_for_Engineers_Shackelford_15.33,Materials: Metals,openai/gpt-4o-mini,text_only,2.03,2.54E-03,N,llm_only,20108
Introduction_to_Materials_Science_for_Engineers_Shackelford_15.37,Materials: Metals,openai/gpt-4o-mini,text_only,21396.5,21.8,N,llm_only,13769
Introduction_to_Materials_Science_for_Engineers_Shackelford_15.39,Materials: Metals,openai/gpt-4o-mini,text_only,1,"(7.50, 37.5)",N,llm_only,17060
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 1.4,Properties: Thermal,openai/gpt-4o-mini,text_only,2.868,2.868,Y,llm_only,7560
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 1.5,Properties: Thermal,openai/gpt-4o-mini,text_only,6,8,N,llm_only,8735
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 1.7,Materials: Semiconductors,openai/gpt-4o-mini,text_only,4.81,4.79,Y,llm_only,19664
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 2.1,Properties: Electrical,openai/gpt-4o-mini,text_only,0.159,1.589,N,llm_only,12028
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 2.2,Materials: Metals,openai/gpt-4o-mini,text_only,1.0,"(0.02758, 1.0)",Y,llm_only,19167
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 2.3,Properties: Electrical,openai/gpt-4o-mini,text_only,20.93,20.9478,Y,llm_only,14027
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 2.6,Materials: Metals,openai/gpt-4o-mini,text_only,"(6.022 \times 10^{22}, 5.007 \times 10^{22})","(1.807e23, 2.0e23)",N,llm_only,20252
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 2.8,Materials: Metals,openai/gpt-4o-mini,text_only,6,1.38,N,llm_only,20270
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 2.9,Materials: Semiconductors,openai/gpt-4o-mini,text_only,0.00893,8.9E-03,Y,llm_only,9592
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 2.10,Materials: Metals,openai/gpt-4o-mini,text_only,"(254.4, 259.74)","(254.45, 259.7)",Y,llm_only,13530
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 2.11,Properties: Electrical,openai/gpt-4o-mini,text_only,256.21,"(2.44366 \times 10^{-3}, 2.443, 58.6, 2566)",N,llm_only,19937
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 2.12,Materials: Metals,openai/gpt-4o-mini,text_only,43.75,40.69,N,llm_only,20349
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 2.14,Materials: Metals,openai/gpt-4o-mini,text_only,1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^6,1\mathrm{s}^2 2\mathrm{s}^2 2\mathrm{p}^6 3\mathrm{s}^2 3\mathrm{p}^6 4\mathrm{s}^2 3\mathrm{d}^6,Y,llm_only,13395
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 3.1,Materials: Semiconductors,openai/gpt-4o-mini,text_only,43.1,43.1,Y,llm_only,20944
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 3.2,Materials: Semiconductors,openai/gpt-4o-mini,text_only,-6,$\frac{1.24}{E_{\mathrm{g}}}$,Y,llm_only,19369
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 3.3,Materials: Semiconductors,openai/gpt-4o-mini,text_only,357,357,Y,llm_only,14411
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 3.4,Materials: Metals,openai/gpt-4o-mini,text_only,2.174,13.6,N,llm_only,19348
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 3.5,Materials: Semiconductors,openai/gpt-4o-mini,text_only,-86,5.22,Y,llm_only,27917
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 3.6,Properties: Thermal,openai/gpt-4o-mini,text_only,0.0259,0.026,Y,llm_only,6348
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 3.7,Materials: Semiconductors,openai/gpt-4o-mini,text_only,,0.025,N,llm_only,18745
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 3.9,Materials: Semiconductors,openai/gpt-4o-mini,text_only,78.125,781,N,llm_only,13498
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 3.11,Materials: Semiconductors,openai/gpt-4o-mini,text_only,300,"(1.124, 1.422)",N,llm_only,23516
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 3.12,Materials: Semiconductors,openai/gpt-4o-mini,text_only,364.8,365,Y,llm_only,20838
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 4.1,Materials: Metals,openai/gpt-4o-mini,text_only,"(7.0, 1.7647)","(7, 1.76)",Y,llm_only,15445
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 4.2,Materials: Semiconductors,openai/gpt-4o-mini,text_only,0.56,-12.8,N,llm_only,20306
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 4.3,Materials: Semiconductors,openai/gpt-4o-mini,text_only,2.25,"(1 \times 10^{16}, 2.25 \times 10^{4}, 0.349)",Y,llm_only,20385
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 4.4,Materials: Semiconductors,openai/gpt-4o-mini,text_only,-3,"(1 \times 10^{17}, 2.25 \times 10^{3}, -0.407)",N,llm_only,20484
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 4.5,Materials: Semiconductors,openai/gpt-4o-mini,text_only,-0.0388,-0.037,Y,llm_only,8568
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 5.1,Materials: Semiconductors,openai/gpt-4o-mini,text_only,0.755,0.756,Y,llm_only,17085
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 5.2,Materials: Semiconductors,openai/gpt-4o-mini,text_only,0.745,0.757,Y,llm_only,18149
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 5.3,Materials: Semiconductors,openai/gpt-4o-mini,text_only,-10,327.8,N,llm_only,20759
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 5.4,Materials: Semiconductors,openai/gpt-4o-mini,text_only,17,"(0.795, 4.91 \times 10^4)",N,llm_only,19489
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 5.5,Materials: Semiconductors,openai/gpt-4o-mini,text_only,10,"(0.3, 2.42 \times 10^{-5}, 1.15 \times 10^{-3})",N,llm_only,19657
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 5.6,Materials: Semiconductors,openai/gpt-4o-mini,text_only,"(3.8, 3.762)","(3.8, 3.762)",Y,llm_only,18317
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 5.7,Materials: Semiconductors,openai/gpt-4o-mini,text_only,-19,103.5,N,llm_only,19773
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 5.8,Materials: Semiconductors,openai/gpt-4o-mini,text_only,2,2.82E-04,N,llm_only,25092
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 6.1,Materials: Semiconductors,openai/gpt-4o-mini,text_only,-7,"(10.25, 5.12)",N,llm_only,17720
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 6.2,Materials: Semiconductors,openai/gpt-4o-mini,text_only,375,387.5,Y,llm_only,13542
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 6.3,Materials: Semiconductors,openai/gpt-4o-mini,text_only,\frac{\alpha}{1 - \alpha},$\beta=\frac{\alpha}{1-\alpha}$,Y,llm_only,15122
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 7.2,Materials: Metals,openai/gpt-4o-mini,text_only,4,"(1.96 \times 10^{-3},7.080, 3600)",N,llm_only,21385
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 7.3,Materials: Semiconductors,openai/gpt-4o-mini,text_only,2,"(17.7, 22.12)",N,llm_only,20933
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 7.4,Properties: Electrical,openai/gpt-4o-mini,text_only,10,"(1.69 \times 10^{-40}, 1.52, 1.52 \times 10^{-24}, 1.32 \times 10^{-16}, 870284)",N,llm_only,19244
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 7.5,Materials: Semiconductors,openai/gpt-4o-mini,text_only,-30,"(1.387 \times 10^{-41}, 1.92 \times 10^{-40})",N,llm_only,25928
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 7.7,Materials: Metals,openai/gpt-4o-mini,text_only,4,7.923,N,llm_only,21491
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 7.8,Materials: Glasses,openai/gpt-4o-mini,text_only,0.704,0.704,Y,llm_only,10809
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 7.9,Materials: Metals,openai/gpt-4o-mini,text_only,1,7.85,Y,llm_only,19742
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 7.10,Materials: Semiconductors,openai/gpt-4o-mini,text_only,79.58,79.5,Y,llm_only,9962
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 7.11,Materials: Metals,openai/gpt-4o-mini,text_only,0.00752,"(\infty, 13.26, 0.796, 0, 0.754, 12.56)",N,llm_only,23900
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 8.1,Materials: Metals,openai/gpt-4o-mini,text_only,-3,7.23E-12,N,llm_only,21496
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 8.3,Materials: Metals,openai/gpt-4o-mini,text_only,"(90, 5, 1)","(84, 4.2, 1.8)",N,llm_only,23176
