question_id,subject,model,mode,model_extracted_output,correct_answer,correct,notes,request_time_ms
Introduction_to_Materials_Science_for_Engineers_Shackelford_6.1,Materials: Metals,openai/o4-mini,text_only,108000,108,N,llm_only,22586
Introduction_to_Materials_Science_for_Engineers_Shackelford_6.7,Properties: Mechanical,openai/o4-mini,text_only,"(2.96,2.39\times10^{-5})","(2.96, 2.39e-5)",Y,llm_only,18843
Introduction_to_Materials_Science_for_Engineers_Shackelford_6.17,Materials: Glasses,openai/o4-mini,text_only,1.2\times10^{-4},4.69,N,llm_only,27136
Introduction_to_Materials_Science_for_Engineers_Shackelford_6.19,Materials: Polymers,openai/o4-mini,text_only,8.97\times10^{9},8970,N,llm_only,15008
Introduction_to_Materials_Science_for_Engineers_Shackelford_6.23,Materials: Metals,openai/o4-mini,text_only,9.75\times10^7,97.5,N,llm_only,11372
Introduction_to_Materials_Science_for_Engineers_Shackelford_6.45,Materials: Metals,openai/o4-mini,text_only,"560,690","(400, 550)",N,llm_only,58171
Introduction_to_Materials_Science_for_Engineers_Shackelford_6.49,Materials: Metals,openai/o4-mini,text_only,"\bigl(2.54\times10^{5},\;1.6\times10^{-7},\;\text{constant‐mechanismArrhenius creep}\bigr)","(252, 1.75e-5)",N,llm_only,29510
Introduction_to_Materials_Science_for_Engineers_Shackelford_6.53,Materials: Ceramics,openai/o4-mini,text_only,"(30.3,303)","(30.3, 303)",Y,llm_only,14642
Introduction_to_Materials_Science_for_Engineers_Shackelford_6.57,Materials: Elastomers,openai/o4-mini,text_only,"(246.6,\;0.612,\;0.333,\;0.171)","(247, 0.612, 0.333, 0.171)",N,llm_only,15768
Introduction_to_Materials_Science_for_Engineers_Shackelford_6.61,Materials: Glasses,openai/o4-mini,text_only,"3.79\times10^{5},236,250","(405, (759, 1010), (1120, 1218))",N,llm_only,46881
Introduction_to_Materials_Science_for_Engineers_Shackelford_7.1,Materials: Metals,openai/o4-mini,text_only,"(67500,\;106500,\;285000)","(66600, 107000, 282000)",N,llm_only,15502
Introduction_to_Materials_Science_for_Engineers_Shackelford_7.3,Materials: Metals,openai/o4-mini,text_only,2.9\times10^3,2940,N,llm_only,14226
Introduction_to_Materials_Science_for_Engineers_Shackelford_7.5,Materials: Metals,openai/o4-mini,text_only,0.01007,10.07,N,llm_only,15751
Introduction_to_Materials_Science_for_Engineers_Shackelford_7.7,Materials: Metals,openai/o4-mini,text_only,47.73,49.4,N,llm_only,24466
Introduction_to_Materials_Science_for_Engineers_Shackelford_7.9,Materials: Ceramics,openai/o4-mini,text_only,13500,-11.7,N,llm_only,13765
Introduction_to_Materials_Science_for_Engineers_Shackelford_7.21,Materials: Ceramics,openai/o4-mini,text_only,1.12\times10^3,-1.12,N,llm_only,7274
Introduction_to_Materials_Science_for_Engineers_Shackelford_8.11,Materials: Semiconductors,openai/o4-mini,text_only,1.3\times10^{-4},57 \mu \mathrm{~m} \leq a \leq 88 \mu \mathrm{~m},N,llm_only,20368
Introduction_to_Materials_Science_for_Engineers_Shackelford_8.13,Materials: Ceramics,openai/o4-mini,text_only,2\times10^{-4},286,N,llm_only,23883
Introduction_to_Materials_Science_for_Engineers_Shackelford_8.19,Materials: Polymers,openai/o4-mini,text_only,1.0\times10^8,226,N,llm_only,20085
Introduction_to_Materials_Science_for_Engineers_Shackelford_8.23,Materials: Metals,openai/o4-mini,text_only,21.7,52.8,N,llm_only,21576
Introduction_to_Materials_Science_for_Engineers_Shackelford_8.33,Materials: Metals,openai/o4-mini,text_only,"(5.0\times10^{-2},-5.0\times10^{-2})","(0.14, -0.13)",N,llm_only,34969
Introduction_to_Materials_Science_for_Engineers_Shackelford_9.3,Materials: Metals,openai/o4-mini,text_only,"(2,1,2)","(2, 1, 2)",Y,llm_only,11320
Introduction_to_Materials_Science_for_Engineers_Shackelford_9.39,Materials: Ceramics,openai/o4-mini,text_only,0.282,0.928,N,llm_only,22084
Introduction_to_Materials_Science_for_Engineers_Shackelford_9.61,Materials: Metals,openai/o4-mini,text_only,"(58.0,59.0)","(58.2, 58.8)",Y,llm_only,46989
Introduction_to_Materials_Science_for_Engineers_Shackelford_10.1,Materials: Metals,openai/o4-mini,text_only,1.1\times10^{-13},8.43E+12,N,llm_only,12247
Introduction_to_Materials_Science_for_Engineers_Shackelford_10.23,Materials: Metals,openai/o4-mini,text_only,"(10,10)","($>\approx 10^{\circ} \mathrm{C} / \mathrm{s}$, $<\approx 10^{\circ} \mathrm{C} / \mathrm{s}$)",Y,llm_only,24289
Introduction_to_Materials_Science_for_Engineers_Shackelford_10.25,Materials: Metals,openai/o4-mini,text_only,28.6\,84.6,N,llm_only,15760
Introduction_to_Materials_Science_for_Engineers_Shackelford_10.27,Materials: Metals,openai/o4-mini,text_only,62,C53,N,llm_only,14478
Introduction_to_Materials_Science_for_Engineers_Shackelford_10.31,Materials: Metals,openai/o4-mini,text_only,"(6150,\;4340)","(4340, 9840)",N,llm_only,16619
Introduction_to_Materials_Science_for_Engineers_Shackelford_10.33,Materials: Metals,openai/o4-mini,text_only,316,400,N,llm_only,17439
Introduction_to_Materials_Science_for_Engineers_Shackelford_10.39,Materials: Metals,openai/o4-mini,text_only,30.6,31,N,llm_only,7988
Introduction_to_Materials_Science_for_Engineers_Shackelford_10.45,Materials: Ceramics,openai/o4-mini,text_only,4.75\times10^5,475,Y,llm_only,12239
Introduction_to_Materials_Science_for_Engineers_Shackelford_11.1,Materials: Metals,openai/o4-mini,text_only,"(7.85,99.7)","(7.85, 99.7)",N,llm_only,20282
Introduction_to_Materials_Science_for_Engineers_Shackelford_11.3,Materials: Metals,openai/o4-mini,text_only,"(8.8,6160)","(5.94, 4158)",N,llm_only,18622
Introduction_to_Materials_Science_for_Engineers_Shackelford_11.5,Materials: Metals,openai/o4-mini,text_only,333,332,N,llm_only,15831
Introduction_to_Materials_Science_for_Engineers_Shackelford_11.7,Materials: Metals,openai/o4-mini,text_only,10.11,10.1,N,llm_only,16547
Introduction_to_Materials_Science_for_Engineers_Shackelford_11.13,Materials: Metals,openai/o4-mini,text_only,0.3462,0.346,N,llm_only,10842
Introduction_to_Materials_Science_for_Engineers_Shackelford_11.15,Materials: Glasses,openai/o4-mini,text_only,"(13.75,9.88,76.38)","(13.7, 9.9, 76.4)",Y,llm_only,25199
Introduction_to_Materials_Science_for_Engineers_Shackelford_11.17,Materials: Glasses,openai/o4-mini,text_only,42.1875,42.2,N,llm_only,7724
Introduction_to_Materials_Science_for_Engineers_Shackelford_11.19,Materials: Glasses,openai/o4-mini,text_only,1.30\times10^{-9},1.30,N,llm_only,17321
Introduction_to_Materials_Science_for_Engineers_Shackelford_11.21,Materials: Ceramics,openai/o4-mini,text_only,4.26\times10^{-8},0.0425,Y,llm_only,22041
Introduction_to_Materials_Science_for_Engineers_Shackelford_11.27,Materials: Metals,openai/o4-mini,text_only,"(420,24)","(450, 8)",N,llm_only,23518
Introduction_to_Materials_Science_for_Engineers_Shackelford_11.33,Materials: Glasses,openai/o4-mini,text_only,512,512,Y,llm_only,12469
Introduction_to_Materials_Science_for_Engineers_Shackelford_11.35,Materials: Metals,openai/o4-mini,text_only,22.64,22.6,Y,llm_only,10134
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.1,Materials: Polymers,openai/o4-mini,text_only,2.1039\times 10^{4},21040,N,llm_only,8884
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.7,Materials: Elastomers,openai/o4-mini,text_only,34060,34060,Y,llm_only,9410
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.9,Materials: Polymers,openai/o4-mini,text_only,612,612,Y,llm_only,14167
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.11,Materials: Elastomers,openai/o4-mini,text_only,1,0.552,N,llm_only,16026
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.13,Materials: Polymers,openai/o4-mini,text_only,7.10\times10^{-8},101,N,llm_only,19948
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.17,Materials: Polymers,openai/o4-mini,text_only,"(5.00\times10^{4},\;5.68,\;127)","(50010, 4.87, 126)",N,llm_only,16563
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.19,Materials: Polymers,openai/o4-mini,text_only,393,393,Y,llm_only,9000
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.23,Materials: Polymers,openai/o4-mini,text_only,60,3.61E+25,N,llm_only,14814
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.25,Materials: Elastomers,openai/o4-mini,text_only,2.13\times10^{-2},0.0426,N,llm_only,17225
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.27,Materials: Polymers,openai/o4-mini,text_only,"(49.7,\;1.532)","(49.7, 1.53)",N,llm_only,13677
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.33,Materials: Polymers,openai/o4-mini,text_only,22.95,23.0,N,llm_only,9762
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.35,Materials: Polymers,openai/o4-mini,text_only,1.50,1.50,Y,llm_only,8516
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.41,Materials: Hybrids,openai/o4-mini,text_only,9.62,9.58,N,llm_only,11354
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.43,Materials: Polymers,openai/o4-mini,text_only,281.05,2.89E+05,N,llm_only,12967
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.45,Materials: Metals,openai/o4-mini,text_only,274,2.86E+05,N,llm_only,10112
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.51,Materials: Glasses,openai/o4-mini,text_only,0.385,0.34,N,llm_only,14599
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.55,Materials: Metals,openai/o4-mini,text_only,29.7\,4.1 to 16,N,llm_only,28161
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.59,Materials: Metals,openai/o4-mini,text_only,77.8,7.96E+06,N,llm_only,9508
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.63,Materials: Metals,openai/o4-mini,text_only,9.42\times10^{7},9.42E+07,Y,llm_only,22376
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.67,Materials: Polymers,openai/o4-mini,text_only,"\text{Acrylics (Lucite), Nylon66, Polycarbonate}",0.341,Y,llm_only,12440
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.3,Materials: Semiconductors,openai/o4-mini,text_only,"(33.3,1.8\times10^{-5})","(33.3, 18.0)",N,llm_only,11255
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.5,Materials: Metals,openai/o4-mini,text_only,4.5,4.71,N,llm_only,9198
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.7,Materials: Metals,openai/o4-mini,text_only,4.49\times10^2,734,N,llm_only,9783
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.9,Materials: Metals,openai/o4-mini,text_only,1.27\times10^3,994,N,llm_only,10387
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.11,Structures: Composites,openai/o4-mini,text_only,"(1.33\times10^{-3},2.22\times10^{-3})","(0.0353, 0.0451)",N,llm_only,24307
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.13,Materials: Semiconductors,openai/o4-mini,text_only,"(1.7\times10^{-38},2.0\times10^{-25},3.8\times10^{-12})","(3.75e-13, 1.79e-6)",N,llm_only,17998
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.15,Materials: Metals,openai/o4-mini,text_only,3.48\times10^{-2},34.8,N,llm_only,12140
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.21,Materials: Metals,openai/o4-mini,text_only,8.8,8.80,Y,llm_only,16649
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.27,Materials: Metals,openai/o4-mini,text_only,2220,2210,N,llm_only,20286
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.31,Materials: Semiconductors,openai/o4-mini,text_only,2.9\times10^{-5},2.89E-05,N,llm_only,10539
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.33,Materials: Ceramics,openai/o4-mini,text_only,1.20\times10^{-4},1.2E-04,N,llm_only,14580
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.39,Properties: Mechanical,openai/o4-mini,text_only,109,109,Y,llm_only,11819
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.43,Properties: Thermal,openai/o4-mini,text_only,5.4\times10^{-10},5.2E-10,N,llm_only,13833
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.45,Materials: Semiconductors,openai/o4-mini,text_only,"(0.67,0.33,0.80,0.20)","(0.657, 0.343, 0.950, 0.050)",Y,llm_only,14144
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.47,Materials: Semiconductors,openai/o4-mini,text_only,1.74\times10^4,1.74E+04,Y,llm_only,11305
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.51,Materials: Semiconductors,openai/o4-mini,text_only,4.7,4.77,N,llm_only,15810
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.53,Materials: Semiconductors,openai/o4-mini,text_only,"(9.07\times10^{-6},\;4.53\times10^{21})","(9.07e-6, 4.54e21)",Y,llm_only,25230
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.65,Materials: Metals,openai/o4-mini,text_only,,317,N,llm_only,134815
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.67,Materials: Metals,openai/o4-mini,text_only,"(8.3\times10^{-11},1.1\times10^{-6},2.9\times10^{2})","(1.11e-10, 9.31e-7, 289)",N,llm_only,35112
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.73,Materials: Semiconductors,openai/o4-mini,text_only,7.7,7.5,N,llm_only,14562
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.75,Materials: Semiconductors,openai/o4-mini,text_only,0.10,0.1,N,llm_only,18063
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.77,Materials: Semiconductors,openai/o4-mini,text_only,"(0.955,\;0.045)","(0.973, 0.027)",N,llm_only,11233
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.79,Materials: Metals,openai/o4-mini,text_only,10,2.76,N,llm_only,19595
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.83,Materials: Semiconductors,openai/o4-mini,text_only,"(1.0\times10^3,\;7.4\times10^3,\;6.3\times10^9)","(1e3, 7.14e3, 5.14)",N,llm_only,27779
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.89,Materials: Semiconductors,openai/o4-mini,text_only,3.76832\times10^7,3.8E+07,N,llm_only,14776
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.91,Materials: Metals,openai/o4-mini,text_only,3.88\times10^7,3.81E+07,N,llm_only,17254
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.1,Structures: Composites,openai/o4-mini,text_only,"(4.3168\times10^{14},2.8619\times10^{-19})","(3.318e14, 1.786)",N,llm_only,15541
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.3,Materials: Glasses,openai/o4-mini,text_only,13.7,16.9,Y,llm_only,13521
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.5,Materials: Ceramics,openai/o4-mini,text_only,"41.1,41.1","(40.98, 41.47)",N,llm_only,19875
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.7,Materials: Glasses,openai/o4-mini,text_only,31.4,34.0,N,llm_only,19052
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.9,Materials: Polymers,openai/o4-mini,text_only,40.8,40.8,Y,llm_only,13066
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.11,Materials: Polymers,openai/o4-mini,text_only,323,323,Y,llm_only,10121
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.15,Structures: Composites,openai/o4-mini,text_only,7.14,7.14,Y,llm_only,13594
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.19,Properties: Optical,openai/o4-mini,text_only,4.87\times10^{-6},4.87,N,llm_only,15521
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.21,Materials: Semiconductors,openai/o4-mini,text_only,"(400,\;548.7)","(400, 549)",N,llm_only,10539
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.23,Properties: Magnetic,openai/o4-mini,text_only,"(0.2513,-10)","(0.251, 10)",N,llm_only,20108
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.27,Materials: Metals,openai/o4-mini,text_only,0.99995,0.99995,N,llm_only,13488
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.29,Materials: Metals,openai/o4-mini,text_only,"(0.36,-25)","(0.36, -25)",Y,llm_only,7987
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.31,Materials: Metals,openai/o4-mini,text_only,"(0.92,-17.9)","(0.92, -18)",Y,llm_only,18550
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.35,Materials: Metals,openai/o4-mini,text_only,"(3.71\times10^{-22},6.04\times10^{5})","(40, 6.04e5)",N,llm_only,18059
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.47,Materials: Metals,openai/o4-mini,text_only,1500,1.50,N,llm_only,9052
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.57,Materials: Ceramics,openai/o4-mini,text_only,2400,2.4,N,llm_only,12079
Introduction_to_Materials_Science_for_Engineers_Shackelford_15.13,Materials: Metals,openai/o4-mini,text_only,2.83,2.80,N,llm_only,11758
Introduction_to_Materials_Science_for_Engineers_Shackelford_15.19,Materials: Semiconductors,openai/o4-mini,text_only,"(2.20,2.10)","(2.19, 1.91 to 2.10)",Y,llm_only,9343
Introduction_to_Materials_Science_for_Engineers_Shackelford_15.21,Materials: Metals,openai/o4-mini,text_only,"(1.78,\;2.10,\;2.15)","(1.78, 2.10, 2.15)",Y,llm_only,23943
Introduction_to_Materials_Science_for_Engineers_Shackelford_15.25,Materials: Metals,openai/o4-mini,text_only,1.56\times10^{16},1.56E+16,N,llm_only,11004
Introduction_to_Materials_Science_for_Engineers_Shackelford_15.27,Materials: Metals,openai/o4-mini,text_only,2.08\times10^{16},2.08E+16,N,llm_only,10951
Introduction_to_Materials_Science_for_Engineers_Shackelford_15.29,Materials: Metals,openai/o4-mini,text_only,0.46,0.467,N,llm_only,8751
Introduction_to_Materials_Science_for_Engineers_Shackelford_15.33,Materials: Metals,openai/o4-mini,text_only,2.54,2.54E-03,N,llm_only,16854
Introduction_to_Materials_Science_for_Engineers_Shackelford_15.37,Materials: Metals,openai/o4-mini,text_only,21.4,21.8,N,llm_only,15179
Introduction_to_Materials_Science_for_Engineers_Shackelford_15.39,Materials: Metals,openai/o4-mini,text_only,"(7.50\times10^{-6},3.75\times10^{-5})","(7.50, 37.5)",N,llm_only,24512
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 1.4,Properties: Thermal,openai/o4-mini,text_only,2.868,2.868,Y,llm_only,14595
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 1.5,Properties: Thermal,openai/o4-mini,text_only,8,8,Y,llm_only,10921
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 1.7,Materials: Semiconductors,openai/o4-mini,text_only,4.79,4.79,N,llm_only,15270
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 2.1,Properties: Electrical,openai/o4-mini,text_only,1.59,1.589,N,llm_only,9735
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 2.2,Materials: Metals,openai/o4-mini,text_only,"(0.0276,1.0)","(0.02758, 1.0)",Y,llm_only,10917
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 2.3,Properties: Electrical,openai/o4-mini,text_only,20.94,20.9478,Y,llm_only,13371
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 2.6,Materials: Metals,openai/o4-mini,text_only,"(1.8\times10^{23},\;2\times10^{12})","(1.807e23, 2.0e23)",N,llm_only,34521
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 2.8,Materials: Metals,openai/o4-mini,text_only,1.37,1.38,N,llm_only,17479
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 2.9,Materials: Semiconductors,openai/o4-mini,text_only,8.93\times10^{-3},8.9E-03,N,llm_only,10587
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 2.10,Materials: Metals,openai/o4-mini,text_only,"(254.5,259.7)","(254.45, 259.7)",Y,llm_only,8981
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 2.11,Properties: Electrical,openai/o4-mini,text_only,"(0.002445,\;2.445,\;58.68,\;2570.18)","(2.44366 \times 10^{-3}, 2.443, 58.6, 2566)",Y,llm_only,16205
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 2.12,Materials: Metals,openai/o4-mini,text_only,42.9,40.69,N,llm_only,11270
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 2.14,Materials: Metals,openai/o4-mini,text_only,1s^22s^22p^63s^23p^64s^23d^6,1\mathrm{s}^2 2\mathrm{s}^2 2\mathrm{p}^6 3\mathrm{s}^2 3\mathrm{p}^6 4\mathrm{s}^2 3\mathrm{d}^6,Y,llm_only,11297
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 3.1,Materials: Semiconductors,openai/o4-mini,text_only,43.1,43.1,Y,llm_only,17020
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 3.2,Materials: Semiconductors,openai/o4-mini,text_only,\lambda = \frac{1.24}{E_g},$\frac{1.24}{E_{\mathrm{g}}}$,Y,llm_only,13296
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 3.3,Materials: Semiconductors,openai/o4-mini,text_only,358,357,N,llm_only,7589
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 3.4,Materials: Metals,openai/o4-mini,text_only,2.19\times10^{-18},13.6,N,llm_only,16343
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 3.5,Materials: Semiconductors,openai/o4-mini,text_only,5.23\times10^{-3},5.22,Y,llm_only,10396
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 3.6,Properties: Thermal,openai/o4-mini,text_only,2.59\times10^{-2},0.026,N,llm_only,8225
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 3.7,Materials: Semiconductors,openai/o4-mini,text_only,0.0254,0.025,N,llm_only,9758
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 3.9,Materials: Semiconductors,openai/o4-mini,text_only,78.1,781,N,llm_only,11189
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 3.11,Materials: Semiconductors,openai/o4-mini,text_only,"1.1245,\;1.4224","(1.124, 1.422)",Y,llm_only,12307
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 3.12,Materials: Semiconductors,openai/o4-mini,text_only,366,365,N,llm_only,9315
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 4.1,Materials: Metals,openai/o4-mini,text_only,"(7.0,\;1.76)","(7, 1.76)",Y,llm_only,14222
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 4.2,Materials: Semiconductors,openai/o4-mini,text_only,-0.0127,-12.8,N,llm_only,15715
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 4.3,Materials: Semiconductors,openai/o4-mini,text_only,"(1\times10^{16},1\times10^{4},0.36)","(1 \times 10^{16}, 2.25 \times 10^{4}, 0.349)",Y,llm_only,14634
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 4.4,Materials: Semiconductors,openai/o4-mini,text_only,"(1\times10^{17},1\times10^{3},-0.42)","(1 \times 10^{17}, 2.25 \times 10^{3}, -0.407)",N,llm_only,12658
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 4.5,Materials: Semiconductors,openai/o4-mini,text_only,-0.033,-0.037,N,llm_only,25751
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 5.1,Materials: Semiconductors,openai/o4-mini,text_only,0.75,0.756,Y,llm_only,13956
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 5.2,Materials: Semiconductors,openai/o4-mini,text_only,0.75,0.757,N,llm_only,15741
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 5.3,Materials: Semiconductors,openai/o4-mini,text_only,3.27\times10^{-5},327.8,N,llm_only,16293
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 5.4,Materials: Semiconductors,openai/o4-mini,text_only,"(0.79, 4.9\times10^4)","(0.795, 4.91 \times 10^4)",Y,llm_only,18787
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 5.5,Materials: Semiconductors,openai/o4-mini,text_only,"(0.3,\;2.5\times10^{-5},\;1.2\times10^{-3})","(0.3, 2.42 \times 10^{-5}, 1.15 \times 10^{-3})",N,llm_only,15175
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 5.6,Materials: Semiconductors,openai/o4-mini,text_only,"(3.8\times10^{-3},3.762\times10^{-3})","(3.8, 3.762)",Y,llm_only,9829
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 5.7,Materials: Semiconductors,openai/o4-mini,text_only,104,103.5,N,llm_only,16576
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 5.8,Materials: Semiconductors,openai/o4-mini,text_only,2\times10^{-2},2.82E-04,N,llm_only,12144
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 6.1,Materials: Semiconductors,openai/o4-mini,text_only,"(1.03\times10^{-6},5.13\times10^{-7})","(10.25, 5.12)",N,llm_only,11022
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 6.2,Materials: Semiconductors,openai/o4-mini,text_only,375\text{–}388,387.5,N,llm_only,15193
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 6.3,Materials: Semiconductors,openai/o4-mini,text_only,\frac{\alpha}{1-\alpha},$\beta=\frac{\alpha}{1-\alpha}$,N,llm_only,5359
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 7.2,Materials: Metals,openai/o4-mini,text_only,"(1.97\times10^{-3},\;7.08,\;3600)","(1.96 \times 10^{-3},7.080, 3600)",N,llm_only,23230
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 7.3,Materials: Semiconductors,openai/o4-mini,text_only,"(17.7,\;22.1)","(17.7, 22.12)",N,llm_only,14979
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 7.4,Properties: Electrical,openai/o4-mini,text_only,"(1.69\times10^{-40},\;1.52,\;1.52\times10^{-24},\;1.06\times10^{-15},\;1.09\times10^{5})","(1.69 \times 10^{-40}, 1.52, 1.52 \times 10^{-24}, 1.32 \times 10^{-16}, 870284)",Y,llm_only,18242
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 7.5,Materials: Semiconductors,openai/o4-mini,text_only,"(1.25\times10^{-31},\;1.73\times10^{-30})","(1.387 \times 10^{-41}, 1.92 \times 10^{-40})",N,llm_only,20700
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 7.7,Materials: Metals,openai/o4-mini,text_only,7.80,7.923,N,llm_only,21893
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 7.8,Materials: Glasses,openai/o4-mini,text_only,"2.25,\;0.70",0.704,Y,llm_only,8395
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 7.9,Materials: Metals,openai/o4-mini,text_only,7.85\times10^{-12},7.85,N,llm_only,9456
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 7.10,Materials: Semiconductors,openai/o4-mini,text_only,79.6,79.5,N,llm_only,11874
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 7.11,Materials: Metals,openai/o4-mini,text_only,"\bigl(\infty,\;13.26,\;0.796,\;0,\;0.754,\;12.57\bigr)","(\infty, 13.26, 0.796, 0, 0.754, 12.56)",N,llm_only,11856
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 8.1,Materials: Metals,openai/o4-mini,text_only,6.85\times10^{-12},7.23E-12,N,llm_only,16964
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 8.3,Materials: Metals,openai/o4-mini,text_only,"(84,\;4.2,\;1.8)","(84, 4.2, 1.8)",N,llm_only,18729
