question_id,subject,model,mode,model_extracted_output,correct_answer,correct,notes,request_time_ms
Fundamentals_of_Materials_Instructors_Example 8.60,Materials: Polymers,openai/o4-mini,multimodal,37.44,54.5,N,hybrid_llm_override,17084
Fundamentals_of_Materials_Instructors_Example 8.62,Materials: Elastomers,openai/o4-mini,multimodal,7.61,14.1,N,hybrid_llm_override,12102
Fundamentals_of_Materials_Instructors_Example 9.19,Materials: Metals,openai/o4-mini,multimodal,0.11,0.11,Y,hybrid_llm_override,15450
Fundamentals_of_Materials_Instructors_Example 9.21,Materials: Metals,openai/o4-mini,multimodal,606,297,N,hybrid_llm_override,19445
Fundamentals_of_Materials_Instructors_Example 9.22,Materials: Metals,openai/o4-mini,multimodal,14.7,18.7,N,hybrid_llm_override,21431
Fundamentals_of_Materials_Instructors_Example 9.23,Materials: Metals,openai/o4-mini,multimodal,3.6\times10^3,6400,N,hybrid_llm_override,17477
Fundamentals_of_Materials_Instructors_Example 9.24,Materials: Metals,openai/o4-mini,multimodal,\infty,3E+06,N,hybrid_llm_override,23662
Fundamentals_of_Materials_Instructors_Example 9.25,Materials: Metals,openai/o4-mini,multimodal,"(9.68\times10^4,-7.98\times10^4)","(95000, -78000)",Y,hybrid_llm_override,17585
Fundamentals_of_Materials_Instructors_Example 9.37,Materials: Metals,openai/o4-mini,multimodal,40.7,41.5,Y,hybrid_llm_override,32448
Fundamentals_of_Materials_Instructors_Example 9.38,Materials: Metals,openai/o4-mini,multimodal,5.28\times10^4,49500,Y,hybrid_llm_override,21757
Fundamentals_of_Materials_Instructors_Example 9.39,Materials: Metals,openai/o4-mini,multimodal,16.4,17.2,N,hybrid_llm_override,24059
Fundamentals_of_Materials_Instructors_Example 9.40,Materials: Metals,openai/o4-mini,multimodal,815,775,N,hybrid_llm_override,23814
Fundamentals_of_Materials_Instructors_Example 9.41,Materials: Metals,openai/o4-mini,multimodal,2.8\times10^2,2000,N,hybrid_llm_override,12004
Fundamentals_of_Materials_Instructors_Example 9.42,Materials: Metals,openai/o4-mini,multimodal,1.98\times10^4,16500,N,hybrid_llm_override,11861
Fundamentals_of_Materials_Instructors_Example 9.43,Materials: Metals,openai/o4-mini,multimodal,16,19.1,Y,hybrid_llm_override,32644
Fundamentals_of_Materials_Instructors_Example 11.13,Materials: Metals,openai/o4-mini,multimodal,"(2.1,\;1.7\times10^{-3})","(3.09, 4.24e-5)",N,hybrid_llm_override,16122
Fundamentals_of_Materials_Instructors_Example 11.42,Materials: Polymers,openai/o4-mini,multimodal,"(3,\;2.2\times10^{-8})","(2.60, 1.81e-7)",N,hybrid_llm_override,35216
Fundamentals_of_Materials_Instructors_Example 12.14,Materials: Metals,openai/o4-mini,multimodal,"(1.57\times10^{-8},\;6.67\times10^{-11},\;1.16\times10^{-6},\;5.21\times10^{-8})","(1.58e-8, 6.5e-11, 1.18e-6, 5.24e-8)",Y,hybrid_llm_override,46322
Fundamentals_of_Materials_Instructors_Example 12.15,Materials: Metals,openai/o4-mini,multimodal,3.1\times10^7,7.14E+06,N,hybrid_llm_override,29889
Fundamentals_of_Materials_Instructors_Example 12.18,Materials: Semiconductors,openai/o4-mini,multimodal,"\bigl(5.2\times10^{-10},\;3.0\times10^{-13}\bigr)","(9E-10, 2E-12)",N,hybrid_llm_override,25949
Fundamentals_of_Materials_Instructors_Example 12.37,Materials: Semiconductors,openai/o4-mini,multimodal,1.04\times10^3,1040,N,hybrid_llm_override,11238
Fundamentals_of_Materials_Instructors_Example 12.38,Materials: Semiconductors,openai/o4-mini,multimodal,6\times10^{3},2240,N,hybrid_llm_override,25353
Fundamentals_of_Materials_Instructors_Example 12.39,Materials: Semiconductors,openai/o4-mini,multimodal,1.9\times10^2,128,N,hybrid_llm_override,19227
Fundamentals_of_Materials_Instructors_Example 12.40,Materials: Semiconductors,openai/o4-mini,multimodal,1.6\times10^3,1120,N,hybrid_llm_override,22710
Fundamentals_of_Materials_Instructors_Example 12.47,Materials: Semiconductors,openai/o4-mini,multimodal,6.1\times10^{3},3076,N,hybrid_llm_override,28659
Fundamentals_of_Materials_Instructors_Example 12.57,Properties: Electrical,openai/o4-mini,multimodal,"\bigl(9.6\times10^{-30},\;1.5\times10^{-1}\bigr)","(7.69e-30, 0.120)",N,hybrid_llm_override,66127
Fundamentals_of_Materials_Instructors_Example 13.4,Materials: Metals,openai/o4-mini,multimodal,8.10,8.1,N,hybrid_llm_override,17138
Fundamentals_of_Materials_Instructors_Example 13.16,Materials: Ceramics,openai/o4-mini,multimodal,"(2500,1900)","(4030, 3760)",N,hybrid_llm_override,30861
Fundamentals_of_Materials_Instructors_Example 13.18,Materials: Ceramics,openai/o4-mini,multimodal,"(0.78,\;0.45)","(0.73, 0.42)",N,hybrid_llm_override,49725
Fundamentals_of_Materials_Instructors_Example 14.9,Materials: Metals,openai/o4-mini,multimodal,"(876,791,829)","(1580, 1420, 1555)",N,hybrid_llm_override,20367
Fundamentals_of_Materials_Instructors_Example 14.10,Materials: Metals,openai/o4-mini,multimodal,"(880,\;810,\;780,\;810)","(1635, 1470, 1430, 1430)",N,hybrid_llm_override,37714
Fundamentals_of_Materials_Instructors_Example 14.21,Materials: Glasses,openai/o4-mini,multimodal,"(1300,900,650)","(2770, 1525, 1290)",N,hybrid_llm_override,40168
Fundamentals_of_Materials_Instructors_Example 14.22,Materials: Glasses,openai/o4-mini,multimodal,3.0\times10^{5},212700,N,hybrid_llm_override,24663
Fundamentals_of_Materials_Instructors_Example 18.9,Materials: Metals,openai/o4-mini,multimodal,1.14,1.14,N,hybrid_llm_override,14391
Fundamentals_of_Materials_Instructors_Example 18.17,Materials: Metals,openai/o4-mini,multimodal,"(5.03\times10^{-5},1.28,2.55\times10^{4})","(5.03e-5, 1.30, 25850)",N,hybrid_llm_override,15983
Fundamentals_of_Materials_Instructors_Example 18.21,Materials: Metals,openai/o4-mini,multimodal,"(1.05,\;8.4\times10^{-2},\;6.7\times10^{4},\;6.7\times10^{4},\;8.4\times10^{5})","(1.07, 3.36e-2, 26730, 26729, 3.34e5)",N,hybrid_llm_override,21173
Fundamentals_of_Ceramics_Barsoum_Example 3.1,Fundamental: Crystal Structure,openai/o4-mini,multimodal,\frac{\sqrt{6}-2}{2},0.225,N,hybrid_llm_override,14056
Fundamentals_of_Ceramics_Barsoum_Example 5.2,Materials: Metals,openai/o4-mini,multimodal,"(9,\;1.98\times10^{-4})","(9, 0.0002)",Y,hybrid_llm_override,21777
Fundamentals_of_Ceramics_Barsoum_Example 5.3,Properties: Thermal,openai/o4-mini,multimodal,4.8\times10^{12},6.8e12,N,hybrid_llm_override,19026
Fundamentals_of_Ceramics_Barsoum_Example 5.5,Materials: Metals,openai/o4-mini,multimodal,"\bigl(3\times10^{-52},1\bigr)\quad\text{(Mg/MgO side)},\quad\bigl(1,1.7\times10^{-26}\bigr)\quad\text{(MgO/O}_{2}\text{ side)}","(3.2e-52, 1.8e-26)",N,hybrid_llm_override,37363
Fundamentals_of_Ceramics_Barsoum_Example 7.2,Materials: Metals,openai/o4-mini,multimodal,6.57\times 10^{4},77,N,hybrid_llm_override,24538
Fundamentals_of_Ceramics_Barsoum_Example 11.1,Materials: Ceramics,openai/o4-mini,multimodal,"(3.26,2.91)","(2.91, 2.06)",N,hybrid_llm_override,13661
Fundamentals_of_Ceramics_Barsoum_Example 11.2,Materials: Ceramics,openai/o4-mini,multimodal,"(11.72,\;376.8,\;209.3)","(10.5, 385, 200)",Y,hybrid_llm_override,44325
Fundamentals_of_Ceramics_Barsoum_Example 12.1,Properties: Mechanical,openai/o4-mini,multimodal,"\bigl(-1.66\times10^{-22},\;5.5\times10^{-27}\bigr)","(-100, 0.33)",N,hybrid_llm_override,19439
Fundamentals_of_Ceramics_Barsoum_Example 15.1,Materials: Ceramics,openai/o4-mini,multimodal,2.7\times10^{-5},2.7e-5,Y,hybrid_llm_override,20875
Fundamentals_of_Ceramics_Barsoum_Example 15.4,Materials: Metals,openai/o4-mini,multimodal,"5.2\times10^5,\;0.65","(6.2e5, 0.78)",N,hybrid_llm_override,23735
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 4.1,Materials: Polymers,openai/o4-mini,multimodal,Epoxy\mhyphen 62\%\ Kevlar,Epoxy-62% Kevlar,Y,hybrid_llm_override,9069
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 5.1,Properties: Mechanical,openai/o4-mini,multimodal,0.1587,0.1587,Y,hybrid_llm_override,7497
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 6.1,Materials: Metals,openai/o4-mini,multimodal,"(15,\;1600)","(14.77, 2033)",N,hybrid_llm_override,25579
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 6.3,Materials: Metals,openai/o4-mini,multimodal,"(17.2,\;17.3,\;0.71)","(17.2, 7.5, 0.3)",N,hybrid_llm_override,22714
The_Science_And_Engineering_of_Materials_Askeland_Example 3-7,Materials: Ceramics,openai/o4-mini,multimodal,"([1,0,0],[1,2,-2],[1,1,1])","([100], [111],)",N,hybrid_llm_override,48686
The_Science_And_Engineering_of_Materials_Askeland_Example 3-8,Fundamental: Crystal Structure,openai/o4-mini,multimodal,,"((1, 1, 1), (2, 1, 0), (0, $\bar{1}$, 0))",N,hybrid_llm_override,203851
The_Science_And_Engineering_of_Materials_Askeland_Example 3-9,Materials: Metals,openai/o4-mini,multimodal,"(8.96,\;0.785,\;0,\;0)","(8.96, 0.79, 0, 0)",Y,hybrid_llm_override,17984
The_Science_And_Engineering_of_Materials_Askeland_Example 3-11,Materials: Semiconductors,openai/o4-mini,multimodal,"\bigl((10\overline10),\;(10\overline11),\;[10\overline11],\;[01\overline10]\bigr)","((0001), (11\overline{2}1), [\overline{1}01] or [\overline{2}113], [\overline{1}10] or [\overline{1}100])",N,hybrid_llm_override,77682
The_Science_And_Engineering_of_Materials_Askeland_Example 3-19,Materials: Polymers,openai/o4-mini,multimodal,"(4,8)","(4, 8)",Y,hybrid_llm_override,11412
The_Science_And_Engineering_of_Materials_Askeland_Example 4-3,Materials: Metals,openai/o4-mini,multimodal,"\text{Greater in BCC; }(50,85.7)","(86, 50)",N,hybrid_llm_override,28611
The_Science_And_Engineering_of_Materials_Askeland_Example 4-8_1,Materials: Ceramics,openai/o4-mini,multimodal,0.280,0.280,Y,hybrid_llm_override,26408
The_Science_And_Engineering_of_Materials_Askeland_Example 5-2,Materials: Polymers,openai/o4-mini,multimodal,1.17\times10^5,27880,N,hybrid_llm_override,10514
The_Science_And_Engineering_of_Materials_Askeland_Example 5-4,Materials: Ceramics,openai/o4-mini,multimodal,6.2\times10^{13},6.17E+13,N,hybrid_llm_override,10336
The_Science_And_Engineering_of_Materials_Askeland_Example 5-5,Materials: Metals,openai/o4-mini,multimodal,"(7.7\times10^{21},\;0.0128,\;0.0729)","(3.5343e+21, 0.013, 0.073)",Y,hybrid_llm_override,29679
The_Science_And_Engineering_of_Materials_Askeland_Example 6-2,Materials: Metals,openai/o4-mini,multimodal,1.85,1.84,N,hybrid_llm_override,14443
The_Science_And_Engineering_of_Materials_Askeland_Example 6-3,Materials: Metals,openai/o4-mini,multimodal,"(1.0\times10^{7},50.15)","(10000000.0, 50.15)",Y,hybrid_llm_override,17505
The_Science_And_Engineering_of_Materials_Askeland_Example 6-7,Materials: Glasses,openai/o4-mini,multimodal,"\bigl(3.09\times10^{11},\;9.3\times10^{9}\bigr)","(296, 9.3)",N,hybrid_llm_override,23148
The_Science_And_Engineering_of_Materials_Askeland_Example 7-12,Materials: Metals,openai/o4-mini,multimodal,"(8.15\times10^{-3},1.82\times10^{-6},1.05\times10^{6})","(8.1, 0.00182, 1051200)",Y,hybrid_llm_override,24828
The_Science_And_Engineering_of_Materials_Askeland_Example 8-1,Materials: Metals,openai/o4-mini,multimodal,"(84,\ 85000)","(84, 85000)",N,hybrid_llm_override,23058
The_Science_And_Engineering_of_Materials_Askeland_Example 9-3,Materials: Metals,openai/o4-mini,multimodal,"(0.5,3\times10^{-4})","(0.42, 0.0007)",N,hybrid_llm_override,15414
The_Science_And_Engineering_of_Materials_Askeland_Example 9-5,Materials: Metals,openai/o4-mini,multimodal,0.78,0.77,Y,hybrid_llm_override,34414
The_Science_And_Engineering_of_Materials_Askeland_Example 9-6,Materials: Metals,openai/o4-mini,multimodal,3.66,3.78,Y,hybrid_llm_override,13075
The_Science_And_Engineering_of_Materials_Askeland_Example 10-4,Materials: Ceramics,openai/o4-mini,multimodal,"(20,40)","(50, 60)",N,hybrid_llm_override,42160
The_Science_And_Engineering_of_Materials_Askeland_Example 10-6,Materials: Metals,openai/o4-mini,multimodal,"(2,1,2)","(2, 1, 2)",Y,hybrid_llm_override,15337
The_Science_And_Engineering_of_Materials_Askeland_Example 10-7,Materials: Metals,openai/o4-mini,multimodal,"(40,50,37,45,32,40)","(40, 37, 50, 32, 45, 40)",N,hybrid_llm_override,40648
The_Science_And_Engineering_of_Materials_Askeland_Example 10-8,Materials: Metals,openai/o4-mini,multimodal,"(61.54,\;38.46)","(62, 38)",N,hybrid_llm_override,10140
The_Science_And_Engineering_of_Materials_Askeland_Example 10-9,Materials: Metals,openai/o4-mini,multimodal,"(100,\;23.1,\;76.9,\;61.5,\;38.5,\;100)","(100, 77, 23, 38, 62, 100)",N,hybrid_llm_override,36028
The_Science_And_Engineering_of_Materials_Askeland_Example 11-1,Fundamental: Phase Diagram,openai/o4-mini,multimodal,"(\;\delta + L \to \gamma,\;L_1 \to \gamma + L_2,\;L_2 \to \gamma + \beta,\;\gamma \to \alpha + \beta,\;\alpha + \beta \to \mu\;).","(δ + L → γ, L₁ → γ + L₂, L → γ + β, γ → α + β, α + β → μ)",N,hybrid_llm_override,33846
The_Science_And_Engineering_of_Materials_Askeland_Example 11-7,Materials: Metals,openai/o4-mini,multimodal,0.0503,5.0,N,hybrid_llm_override,15636
The_Science_And_Engineering_of_Materials_Askeland_Example 12-1,Materials: Metals,openai/o4-mini,multimodal,"(1.9\times10^{4},8\times10^{8})","(20852, 17600000000.0)",N,hybrid_llm_override,32850
The_Science_And_Engineering_of_Materials_Askeland_Example 12-2,Materials: Metals,openai/o4-mini,multimodal,"(0.1,\;4.0)","(0.02, 4)",N,hybrid_llm_override,10031
The_Science_And_Engineering_of_Materials_Askeland_Example 13-3,Materials: Metals,openai/o4-mini,multimodal,"(830,860,25,36,64)","(800, 825, 600, 36, 64)",N,hybrid_llm_override,50556
The_Science_And_Engineering_of_Materials_Askeland_Example 13-4,Materials: Metals,openai/o4-mini,multimodal,"(850,\;500)","(825, 440)",N,hybrid_llm_override,11381
The_Science_And_Engineering_of_Materials_Askeland_Example 16-3,Materials: Polymers,openai/o4-mini,multimodal,"(1258,\ 2103)","(1259, 1949)",N,hybrid_llm_override,21720
The_Science_And_Engineering_of_Materials_Askeland_Example 17-4,Materials: Polymers,openai/o4-mini,multimodal,"(0.774,1.4575,0.891,1.24)","(0.7725, 1.46, 0.89, 1.24)",Y,hybrid_llm_override,18917
The_Science_And_Engineering_of_Materials_Askeland_Example 20-6,Materials: Semiconductors,openai/o4-mini,multimodal,"\bigl(5.46\times10^{22},\;0.64\bigr)","(510000.0, 0.64)",N,hybrid_llm_override,15928
The_Science_And_Engineering_of_Materials_Askeland_Example 21-1,Materials: Glasses,openai/o4-mini,multimodal,"(48.2,\;27.2)","(48.2, 27.3)",Y,hybrid_llm_override,44562
The_Science_And_Engineering_of_Materials_Askeland_Example 21-8,Materials: Metals,openai/o4-mini,multimodal,8.28,8.283,N,hybrid_llm_override,11104
The_Science_And_Engineering_of_Materials_Askeland_Problem 3-41,Fundamental: Crystal Structure,openai/o4-mini,multimodal,,"([00 \overline{1}], [1 \overline{2} 0], [\overline{1} 11], [2 \overline{1} \overline{1}])",N,hybrid_llm_override,211868
The_Science_And_Engineering_of_Materials_Askeland_Problem 3-43,Fundamental: Crystal Structure,openai/o4-mini,multimodal,,"((1, -1, 1), (0, 3, 0), (1, 0, -2))",N,hybrid_llm_override,275514
The_Science_And_Engineering_of_Materials_Askeland_Problem 3-45,Fundamental: Crystal Structure,openai/o4-mini,multimodal,,"([1, -1, 0], [1, -1, 0, 0], [1, 1, -1], [1, 1, -2, -3], [0, 1, 1], [-1, 2, -1, 3])",N,hybrid_llm_override,233177
The_Science_And_Engineering_of_Materials_Askeland_Problem 3-47,Fundamental: Crystal Structure,openai/o4-mini,multimodal,,"((1 \overline{1} 01), (0003), (1 \overline{1} 00))",N,hybrid_llm_override,264745
The_Science_And_Engineering_of_Materials_Askeland_Problem 3-83,Properties: Thermal,openai/o4-mini,multimodal,0.287,0.2327,N,hybrid_llm_override,51341
The_Science_And_Engineering_of_Materials_Askeland_Problem 4-52,Materials: Metals,openai/o4-mini,multimodal,284,284,Y,hybrid_llm_override,9439
The_Science_And_Engineering_of_Materials_Askeland_Problem 7-22,Materials: Metals,openai/o4-mini,multimodal,15.4,15.35,N,hybrid_llm_override,16576
The_Science_And_Engineering_of_Materials_Askeland_Problem 7-24,Structures: Composites,openai/o4-mini,multimodal,1.59,1.634,N,hybrid_llm_override,17297
The_Science_And_Engineering_of_Materials_Askeland_Problem 7-26,Materials: Polymers,openai/o4-mini,multimodal,"(22,22,-22,0)","(22, 22, -22, 0)",Y,hybrid_llm_override,9489
The_Science_And_Engineering_of_Materials_Askeland_Problem 7-28,Materials: Metals,openai/o4-mini,multimodal,"(2.52,0.37)","(2.5, 0.0039)",N,hybrid_llm_override,47626
The_Science_And_Engineering_of_Materials_Askeland_Problem 7-32,Materials: Polymers,openai/o4-mini,multimodal,"(2.1\times10^{-3},3.32)","(0.002061, 3.01)",N,hybrid_llm_override,22429
The_Science_And_Engineering_of_Materials_Askeland_Problem 7-47,Materials: Metals,openai/o4-mini,multimodal,,29,N,hybrid_llm_override,202835
The_Science_And_Engineering_of_Materials_Askeland_Problem 7-49,Materials: Metals,openai/o4-mini,multimodal,0.48,0.52,N,hybrid_llm_override,77918
The_Science_And_Engineering_of_Materials_Askeland_Problem 7-51,Materials: Metals,openai/o4-mini,multimodal,1312,2000,N,hybrid_llm_override,56230
The_Science_And_Engineering_of_Materials_Askeland_Problem 8-5,Materials: Semiconductors,openai/o4-mini,multimodal,"(1,1,2)","(1, 1, 2)",N,hybrid_llm_override,42396
The_Science_And_Engineering_of_Materials_Askeland_Problem 8-12,Materials: Polymers,openai/o4-mini,multimodal,0.53,0.56,N,hybrid_llm_override,27800
The_Science_And_Engineering_of_Materials_Askeland_Problem 8-24,Materials: Metals,openai/o4-mini,multimodal,"(23800,18300,9.2)","(25000, 21000, 6)",N,hybrid_llm_override,27632
The_Science_And_Engineering_of_Materials_Askeland_Problem 8-28,Materials: Metals,openai/o4-mini,multimodal,"(0.60,\;0.96)","(0.76, 0.96)",N,hybrid_llm_override,29249
The_Science_And_Engineering_of_Materials_Askeland_Problem 8-30,Materials: Metals,openai/o4-mini,multimodal,"(48,28500,23500,5)","(48, 26000, 23000, 4)",N,hybrid_llm_override,30085
The_Science_And_Engineering_of_Materials_Askeland_Problem 8-45,Materials: Metals,openai/o4-mini,multimodal,1.89\times10^3,1414,N,hybrid_llm_override,67764
The_Science_And_Engineering_of_Materials_Askeland_Problem 9-60,Materials: Metals,openai/o4-mini,multimodal,"(0.68,\;1.25,\;0.69)","(0.68, 1.13, 0.89)",N,hybrid_llm_override,95627
The_Science_And_Engineering_of_Materials_Askeland_Problem 9-72,Materials: Metals,openai/o4-mini,multimodal,"0.46,\;0.046",0.046,N,hybrid_llm_override,14961
The_Science_And_Engineering_of_Materials_Askeland_Problem 10-40,Materials: Metals,openai/o4-mini,multimodal,"8.89\times10^2,\;1.93","(750, 1.62)",N,hybrid_llm_override,43608
The_Science_And_Engineering_of_Materials_Askeland_Problem 10-42,Materials: Ceramics,openai/o4-mini,multimodal,360,331,N,hybrid_llm_override,15531
The_Science_And_Engineering_of_Materials_Askeland_Problem 10-44,Materials: Ceramics,openai/o4-mini,multimodal,64.1,64.1,N,hybrid_llm_override,12296
The_Science_And_Engineering_of_Materials_Askeland_Problem 10-46,Materials: Metals,openai/o4-mini,multimodal,"(60,\;40)","(49, 70)",N,hybrid_llm_override,47684
The_Science_And_Engineering_of_Materials_Askeland_Problem 10-48,Materials: Metals,openai/o4-mini,multimodal,,"(212, 1200)",N,hybrid_llm_override,289930
The_Science_And_Engineering_of_Materials_Askeland_Problem 10-56,Materials: Metals,openai/o4-mini,multimodal,"(22,44)","(55, 18)",N,hybrid_llm_override,43290
The_Science_And_Engineering_of_Materials_Askeland_Problem 11-25,Materials: Metals,openai/o4-mini,multimodal,17.5,17.5,Y,hybrid_llm_override,28966
The_Science_And_Engineering_of_Materials_Askeland_Problem 12-3,Materials: Polymers,openai/o4-mini,multimodal,"(1.2\times10^{-3},1.6)","(8.9e-06, 2.81)",N,hybrid_llm_override,49171
The_Science_And_Engineering_of_Materials_Askeland_Problem 12-86,Materials: Metals,openai/o4-mini,multimodal,"(770,0.45)","(750, 0.455)",N,hybrid_llm_override,21838
The_Science_And_Engineering_of_Materials_Askeland_Problem 16-27,Materials: Polymers,openai/o4-mini,multimodal,1.06\times10^5,105500.0,Y,hybrid_llm_override,20214
The_Science_And_Engineering_of_Materials_Askeland_Problem 17-19,Materials: Polymers,openai/o4-mini,multimodal,"(11.2,\;15.7)","(11.2, 22.2)",N,hybrid_llm_override,24343
The_Science_And_Engineering_of_Materials_Askeland_Problem 20-31,Properties: Magnetic,openai/o4-mini,multimodal,"(10000,\;14000,\;600,\;10,\;12.5,\;3\times10^{6})","(13000, 14000, 800, 5.8, 15.6, 6300000.0)",N,hybrid_llm_override,35102
The_Science_And_Engineering_of_Materials_Askeland_Problem 20-39,Structures: Composites,openai/o4-mini,multimodal,6,1.5E+07,N,hybrid_llm_override,51392
The_Science_And_Engineering_of_Materials_Askeland_Problem 21-42,Materials: Metals,openai/o4-mini,multimodal,2.1\times10^4,24825,N,hybrid_llm_override,36625
Materials_Science_and_Engineering_An_Introduction_Callister_Example 3.9,Properties: Mechanical,openai/o4-mini,multimodal,"\bigl([111],[11{-}21]\bigr)","([0$\overline 2$1], [2$\overline 4$23])",N,hybrid_llm_override,63620
Materials_Science_and_Engineering_An_Introduction_Callister_Example 3.10,Materials: Metals,openai/o4-mini,multimodal,(-111),(0$\bar{1}$2),N,hybrid_llm_override,27019
Materials_Science_and_Engineering_An_Introduction_Callister_Example 3.7,Materials: Metals,openai/o4-mini,multimodal,[-2\;2\;1],[$\bar{2}$21],N,hybrid_llm_override,18293
Materials_Science_and_Engineering_An_Introduction_Callister_Example 3.12,Fundamental: Crystal Structure,openai/o4-mini,multimodal,(10\overline{1}1),$(1\overline{1}01)$,N,hybrid_llm_override,27223
Materials_Science_and_Engineering_An_Introduction_Callister_Example 3.14,Materials: Metals,openai/o4-mini,multimodal,0.495,0.4950,N,hybrid_llm_override,13128
Materials_Science_and_Engineering_An_Introduction_Callister_Example 3.5,Fundamental: Crystal Structure,openai/o4-mini,multimodal,"(0.12,\;0.46,\;0.20)","(0.12, 0.46, 0.20)",N,hybrid_llm_override,57284
Materials_Science_and_Engineering_An_Introduction_Callister_Example 4.2,Materials: Metals,openai/o4-mini,multimodal,R\bigl(\tfrac{2}{\sqrt3}-1\bigr),0.155R,N,hybrid_llm_override,33706
Materials_Science_and_Engineering_An_Introduction_Callister_Example 5.4,Materials: Metals,openai/o4-mini,multimodal,6.7\times10^{-13},6.7e-13,N,hybrid_llm_override,11715
Materials_Science_and_Engineering_An_Introduction_Callister_Example 6.1,Materials: Metals,openai/o4-mini,multimodal,0.765,0.77,Y,hybrid_llm_override,10137
Materials_Science_and_Engineering_An_Introduction_Callister_Example 5.2,Materials: Metals,openai/o4-mini,multimodal,1.21\times10^{4},3.24e+04,N,hybrid_llm_override,12680
Materials_Science_and_Engineering_An_Introduction_Callister_Example 8.2,Materials: Metals,openai/o4-mini,multimodal,3.42\times10^3,1712,N,hybrid_llm_override,15098
Materials_Science_and_Engineering_An_Introduction_Callister_Example 6.3,Materials: Metals,openai/o4-mini,multimodal,"(1.03\times10^5,\;2.50\times10^2,\;5.79\times10^4,\;0.833)","(93.8, 250, 57900, 15)",N,hybrid_llm_override,22198
Materials_Science_and_Engineering_An_Introduction_Callister_Example 7.2,Materials: Metals,openai/o4-mini,multimodal,"(320,7)","(340, 7)",N,hybrid_llm_override,16028
Materials_Science_and_Engineering_An_Introduction_Callister_Example 12.3,Fundamental: Crystal Structure,openai/o4-mini,multimodal,2.14,2.14,Y,hybrid_llm_override,13703
Materials_Science_and_Engineering_An_Introduction_Callister_Example 9.3,Materials: Metals,openai/o4-mini,multimodal,"(0.667,\;0.333,\;0.563,\;0.437)","(0.67, 0.33, 0.58, 0.42)",Y,hybrid_llm_override,60041
Materials_Science_and_Engineering_An_Introduction_Callister_Example 18.2,Materials: Semiconductors,openai/o4-mini,multimodal,5\times10^{-2},0.52,N,hybrid_llm_override,20600
Materials_Science_and_Engineering_An_Introduction_Callister_Example 14.1,Materials: Polymers,openai/o4-mini,multimodal,"(21150,338,23200)","(21150, 338, 23200)",Y,hybrid_llm_override,9603
Materials_Science_and_Engineering_An_Introduction_Callister_Example 19.1,Materials: Metals,openai/o4-mini,multimodal,106,106,N,hybrid_llm_override,10575
Physical_Metallurgy_Hosford_Example 5.4,Fundamental: Phase Diagram,openai/o4-mini,multimodal,"(s_a,\;s_b)\approx(0.22,\;0.50)","(0.044, 0.456)",N,hybrid_llm_override,40576
Physical_Metallurgy_Hosford_Example 9.1,Materials: Metals,openai/o4-mini,multimodal,8.6\times10^4,88500,Y,hybrid_llm_override,32892
Physical_Metallurgy_Hosford_Example 9.2,Fundamental: Diffusion & Kinetics,openai/o4-mini,multimodal,1.9,3.02,N,hybrid_llm_override,28191
Physical_Metallurgy_Hosford_Example 14.1,Materials: Metals,openai/o4-mini,multimodal,-0.195,-1.95E+06,N,hybrid_llm_override,24858
Physical_Metallurgy_Hosford_Example 17.3,Materials: Metals,openai/o4-mini,multimodal,2.67,1.3347,N,hybrid_llm_override,49313
Physical_Metallurgy_Hosford_Example 20.1,Materials: Metals,openai/o4-mini,multimodal,12.0,11.5,N,hybrid_llm_override,9613
