question_id,subject,model,mode,model_extracted_output,correct_answer,correct,notes,request_time_ms
Fundamentals_of_Materials_Instructors_Example 9.40,Materials: Metals,openai/gpt-4o-mini,multimodal,730,775,N,llm_only,9540
Fundamentals_of_Materials_Instructors_Example 9.41,Materials: Metals,openai/gpt-4o-mini,multimodal,1000,2000,N,llm_only,6732
Fundamentals_of_Materials_Instructors_Example 9.42,Materials: Metals,openai/gpt-4o-mini,multimodal,33100,16500,N,llm_only,10377
Fundamentals_of_Materials_Instructors_Example 9.43,Materials: Metals,openai/gpt-4o-mini,multimodal,16,19.1,N,llm_only,11791
Fundamentals_of_Materials_Instructors_Example 11.13,Materials: Metals,openai/gpt-4o-mini,multimodal,"(0.5, 0.1)","(3.09, 4.24e-5)",N,llm_only,16131
Fundamentals_of_Materials_Instructors_Example 11.42,Materials: Polymers,openai/gpt-4o-mini,multimodal,"(1, 0.01)","(2.60, 1.81e-7)",N,llm_only,9091
Fundamentals_of_Materials_Instructors_Example 12.14,Materials: Metals,openai/gpt-4o-mini,multimodal,103,"(1.58e-8, 6.5e-11, 1.18e-6, 5.24e-8)",N,llm_only,19697
Fundamentals_of_Materials_Instructors_Example 12.15,Materials: Metals,openai/gpt-4o-mini,multimodal,30,7.14E+06,N,llm_only,6625
Fundamentals_of_Materials_Instructors_Example 12.18,Materials: Semiconductors,openai/gpt-4o-mini,multimodal,5,"(9E-10, 2E-12)",N,llm_only,17654
Fundamentals_of_Materials_Instructors_Example 12.37,Materials: Semiconductors,openai/gpt-4o-mini,multimodal,1.04113 \times 10^{3},1040,Y,llm_only,12932
Fundamentals_of_Materials_Instructors_Example 12.38,Materials: Semiconductors,openai/gpt-4o-mini,multimodal,1.44 \times 10^{6},2240,N,llm_only,12747
Fundamentals_of_Materials_Instructors_Example 12.39,Materials: Semiconductors,openai/gpt-4o-mini,multimodal,160,128,N,llm_only,10459
Fundamentals_of_Materials_Instructors_Example 12.40,Materials: Semiconductors,openai/gpt-4o-mini,multimodal,80000,1120,N,llm_only,8780
Fundamentals_of_Materials_Instructors_Example 12.47,Materials: Semiconductors,openai/gpt-4o-mini,multimodal,768,3076,N,llm_only,16873
Fundamentals_of_Materials_Instructors_Example 12.57,Properties: Electrical,openai/gpt-4o-mini,multimodal,3,"(7.69e-30, 0.120)",N,llm_only,15928
Fundamentals_of_Materials_Instructors_Example 13.4,Materials: Metals,openai/gpt-4o-mini,multimodal,8.09,8.1,Y,llm_only,14213
Fundamentals_of_Materials_Instructors_Example 13.16,Materials: Ceramics,openai/gpt-4o-mini,multimodal,"(2800, 2000)","(4030, 3760)",N,llm_only,11940
Fundamentals_of_Materials_Instructors_Example 13.18,Materials: Ceramics,openai/gpt-4o-mini,multimodal,"(0.25, 0.45)","(0.73, 0.42)",N,llm_only,10455
Fundamentals_of_Materials_Instructors_Example 14.9,Materials: Metals,openai/gpt-4o-mini,multimodal,"(900, 800, 750)","(1580, 1420, 1555)",N,llm_only,5841
Fundamentals_of_Materials_Instructors_Example 14.10,Materials: Metals,openai/gpt-4o-mini,multimodal,"(950, 850, 750, 700)","(1635, 1470, 1430, 1430)",N,llm_only,9031
Fundamentals_of_Materials_Instructors_Example 14.21,Materials: Glasses,openai/gpt-4o-mini,multimodal,"(1200, 820, 700)","(2770, 1525, 1290)",N,llm_only,5977
Fundamentals_of_Materials_Instructors_Example 14.22,Materials: Glasses,openai/gpt-4o-mini,multimodal,240000,212700,Y,llm_only,14728
Fundamentals_of_Materials_Instructors_Example 18.9,Materials: Metals,openai/gpt-4o-mini,multimodal,11,1.14,N,llm_only,12914
Fundamentals_of_Materials_Instructors_Example 18.17,Materials: Metals,openai/gpt-4o-mini,multimodal,40,"(5.03e-5, 1.30, 25850)",N,llm_only,17593
Fundamentals_of_Materials_Instructors_Example 18.21,Materials: Metals,openai/gpt-4o-mini,multimodal,"(1.0, 0.08, 63600, 63599, 794987.5)","(1.07, 3.36e-2, 26730, 26729, 3.34e5)",N,llm_only,16899
Fundamentals_of_Ceramics_Barsoum_Example 3.1,Fundamental: Crystal Structure,openai/gpt-4o-mini,multimodal,0.2245,0.225,Y,llm_only,13008
Fundamentals_of_Ceramics_Barsoum_Example 5.2,Materials: Metals,openai/gpt-4o-mini,multimodal,"(9, 0.1)","(9, 0.0002)",N,llm_only,14685
Fundamentals_of_Ceramics_Barsoum_Example 5.3,Properties: Thermal,openai/gpt-4o-mini,multimodal,4.785 \times 10^{12},6.8e12,N,llm_only,10405
Fundamentals_of_Ceramics_Barsoum_Example 5.5,Materials: Metals,openai/gpt-4o-mini,multimodal,2,"(3.2e-52, 1.8e-26)",N,llm_only,20543
Fundamentals_of_Ceramics_Barsoum_Example 7.2,Materials: Metals,openai/gpt-4o-mini,multimodal,83.14,77,N,llm_only,9983
Fundamentals_of_Ceramics_Barsoum_Example 11.1,Materials: Ceramics,openai/gpt-4o-mini,multimodal,10,"(2.91, 2.06)",N,llm_only,19164
Fundamentals_of_Ceramics_Barsoum_Example 11.2,Materials: Ceramics,openai/gpt-4o-mini,multimodal,300,"(10.5, 385, 200)",N,llm_only,13333
Fundamentals_of_Ceramics_Barsoum_Example 12.1,Properties: Mechanical,openai/gpt-4o-mini,multimodal,4,"(-100, 0.33)",N,llm_only,17024
Fundamentals_of_Ceramics_Barsoum_Example 15.1,Materials: Ceramics,openai/gpt-4o-mini,multimodal,4,2.7e-5,N,llm_only,15698
Fundamentals_of_Ceramics_Barsoum_Example 15.4,Materials: Metals,openai/gpt-4o-mini,multimodal,0.536,"(6.2e5, 0.78)",N,llm_only,22920
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 4.1,Materials: Polymers,openai/gpt-4o-mini,multimodal,\text{Epoxy-62\% Kevlar},Epoxy-62% Kevlar,Y,llm_only,8934
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 5.1,Properties: Mechanical,openai/gpt-4o-mini,multimodal,0.1587,0.1587,Y,llm_only,9506
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 6.1,Materials: Metals,openai/gpt-4o-mini,multimodal,3,"(14.77, 2033)",N,llm_only,16466
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 6.3,Materials: Metals,openai/gpt-4o-mini,multimodal,2,"(17.2, 7.5, 0.3)",N,llm_only,15307
The_Science_And_Engineering_of_Materials_Askeland_Example 3-7,Materials: Ceramics,openai/gpt-4o-mini,multimodal,"(1, 0, 0), (0, 0, 1), (2, 1, 0)","([100], [111],)",N,llm_only,11368
The_Science_And_Engineering_of_Materials_Askeland_Example 3-8,Fundamental: Crystal Structure,openai/gpt-4o-mini,multimodal,"((1, 0, 1), (0, 1, 0), (1, 0, 0))","((1, 1, 1), (2, 1, 0), (0, $\bar{1}$, 0))",N,llm_only,11222
The_Science_And_Engineering_of_Materials_Askeland_Example 3-9,Materials: Metals,openai/gpt-4o-mini,multimodal,8.96,"(8.96, 0.79, 0, 0)",Y,llm_only,16838
The_Science_And_Engineering_of_Materials_Askeland_Example 3-11,Materials: Semiconductors,openai/gpt-4o-mini,multimodal,"((1, 1, -2, 0), (1, 0, -1, 0), (1, 0, 0), (1, -1, 0))","((0001), (11\overline{2}1), [\overline{1}01] or [\overline{2}113], [\overline{1}10] or [\overline{1}100])",N,llm_only,16016
The_Science_And_Engineering_of_Materials_Askeland_Example 3-19,Materials: Polymers,openai/gpt-4o-mini,multimodal,-23,"(4, 8)",Y,llm_only,13300
The_Science_And_Engineering_of_Materials_Askeland_Example 4-3,Materials: Metals,openai/gpt-4o-mini,multimodal,1.25,"(86, 50)",N,llm_only,19228
The_Science_And_Engineering_of_Materials_Askeland_Example 4-8_1,Materials: Ceramics,openai/gpt-4o-mini,multimodal,0.280,0.280,Y,llm_only,8698
The_Science_And_Engineering_of_Materials_Askeland_Example 5-2,Materials: Polymers,openai/gpt-4o-mini,multimodal,14032,27880,N,llm_only,16139
The_Science_And_Engineering_of_Materials_Askeland_Example 5-4,Materials: Ceramics,openai/gpt-4o-mini,multimodal,6,6.17E+13,N,llm_only,15944
The_Science_And_Engineering_of_Materials_Askeland_Example 5-5,Materials: Metals,openai/gpt-4o-mini,multimodal,0.0047,"(3.5343e+21, 0.013, 0.073)",N,llm_only,26228
The_Science_And_Engineering_of_Materials_Askeland_Example 6-2,Materials: Metals,openai/gpt-4o-mini,multimodal,10,1.84,N,llm_only,20663
The_Science_And_Engineering_of_Materials_Askeland_Example 6-3,Materials: Metals,openai/gpt-4o-mini,multimodal,"(15000000, 50.1)","(10000000.0, 50.15)",N,llm_only,16016
The_Science_And_Engineering_of_Materials_Askeland_Example 6-7,Materials: Glasses,openai/gpt-4o-mini,multimodal,"(41.5 \times 10^9, 10980.49)","(296, 9.3)",N,llm_only,21793
The_Science_And_Engineering_of_Materials_Askeland_Example 7-12,Materials: Metals,openai/gpt-4o-mini,multimodal,-6,"(8.1, 0.00182, 1051200)",N,llm_only,17384
The_Science_And_Engineering_of_Materials_Askeland_Example 8-1,Materials: Metals,openai/gpt-4o-mini,multimodal,"(100, 90000)","(84, 85000)",N,llm_only,11804
The_Science_And_Engineering_of_Materials_Askeland_Example 9-3,Materials: Metals,openai/gpt-4o-mini,multimodal,"(0.001, 10^{-3})","(0.42, 0.0007)",N,llm_only,10612
The_Science_And_Engineering_of_Materials_Askeland_Example 9-5,Materials: Metals,openai/gpt-4o-mini,multimodal,0.5,0.77,N,llm_only,15542
The_Science_And_Engineering_of_Materials_Askeland_Example 9-6,Materials: Metals,openai/gpt-4o-mini,multimodal,256,3.78,N,llm_only,15106
The_Science_And_Engineering_of_Materials_Askeland_Example 10-4,Materials: Ceramics,openai/gpt-4o-mini,multimodal,"(60, 100)","(50, 60)",N,llm_only,9960
The_Science_And_Engineering_of_Materials_Askeland_Example 10-6,Materials: Metals,openai/gpt-4o-mini,multimodal,"(1, 2, 2)","(2, 1, 2)",N,llm_only,11847
The_Science_And_Engineering_of_Materials_Askeland_Example 10-7,Materials: Metals,openai/gpt-4o-mini,multimodal,"(40, 40, 32, 40, 37, 45)","(40, 37, 50, 32, 45, 40)",N,llm_only,9096
The_Science_And_Engineering_of_Materials_Askeland_Example 10-8,Materials: Metals,openai/gpt-4o-mini,multimodal,"(61.54, 38.46)","(62, 38)",Y,llm_only,15030
The_Science_And_Engineering_of_Materials_Askeland_Example 10-9,Materials: Metals,openai/gpt-4o-mini,multimodal,"(100, 37, 63, 32, 68, 100)","(100, 77, 23, 38, 62, 100)",N,llm_only,10020
The_Science_And_Engineering_of_Materials_Askeland_Example 11-1,Fundamental: Phase Diagram,openai/gpt-4o-mini,multimodal,"(\delta + L \leftrightarrow L_1, L_1 + L_2 \leftrightarrow \gamma, \gamma + L_2 \leftrightarrow \beta, \alpha + \beta \leftrightarrow L, \alpha + \beta + \mu)","(δ + L → γ, L₁ → γ + L₂, L → γ + β, γ → α + β, α + β → μ)",N,llm_only,9741
The_Science_And_Engineering_of_Materials_Askeland_Example 11-7,Materials: Metals,openai/gpt-4o-mini,multimodal,0.0503,5.0,Y,llm_only,9873
The_Science_And_Engineering_of_Materials_Askeland_Example 12-1,Materials: Metals,openai/gpt-4o-mini,multimodal,"(50.0, 1.0)","(20852, 17600000000.0)",N,llm_only,14101
The_Science_And_Engineering_of_Materials_Askeland_Example 12-2,Materials: Metals,openai/gpt-4o-mini,multimodal,"(4, 5.65)","(0.02, 4)",N,llm_only,6888
The_Science_And_Engineering_of_Materials_Askeland_Example 13-3,Materials: Metals,openai/gpt-4o-mini,multimodal,"(800, 850, 150, 30, 70)","(800, 825, 600, 36, 64)",N,llm_only,9724
The_Science_And_Engineering_of_Materials_Askeland_Example 13-4,Materials: Metals,openai/gpt-4o-mini,multimodal,"(840, 400)","(825, 440)",N,llm_only,7215
The_Science_And_Engineering_of_Materials_Askeland_Example 16-3,Materials: Polymers,openai/gpt-4o-mini,multimodal,"(1261.56, 1942.56)","(1259, 1949)",N,llm_only,17823
The_Science_And_Engineering_of_Materials_Askeland_Example 17-4,Materials: Polymers,openai/gpt-4o-mini,multimodal,0.0005,"(0.7725, 1.46, 0.89, 1.24)",N,llm_only,19971
The_Science_And_Engineering_of_Materials_Askeland_Example 20-6,Materials: Semiconductors,openai/gpt-4o-mini,multimodal,3.56,"(510000.0, 0.64)",N,llm_only,17296
The_Science_And_Engineering_of_Materials_Askeland_Example 21-1,Materials: Glasses,openai/gpt-4o-mini,multimodal,"(41.81, 56.44)","(48.2, 27.3)",N,llm_only,9931
The_Science_And_Engineering_of_Materials_Askeland_Example 21-8,Materials: Metals,openai/gpt-4o-mini,multimodal,8.29,8.283,Y,llm_only,15137
The_Science_And_Engineering_of_Materials_Askeland_Problem 3-41,Fundamental: Crystal Structure,openai/gpt-4o-mini,multimodal,"((1, 1, 1), (1, 0, 1), (0, 1, 1), (1, 1, 0))","([00 \overline{1}], [1 \overline{2} 0], [\overline{1} 11], [2 \overline{1} \overline{1}])",N,llm_only,12806
The_Science_And_Engineering_of_Materials_Askeland_Problem 3-43,Fundamental: Crystal Structure,openai/gpt-4o-mini,multimodal,"((2, 0, 0), (1, 2, 0), (0, 1, 3))","((1, -1, 1), (0, 3, 0), (1, 0, -2))",N,llm_only,7598
The_Science_And_Engineering_of_Materials_Askeland_Problem 3-45,Fundamental: Crystal Structure,openai/gpt-4o-mini,multimodal,"(1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0)","([1, -1, 0], [1, -1, 0, 0], [1, 1, -1], [1, 1, -2, -3], [0, 1, 1], [-1, 2, -1, 3])",N,llm_only,10256
The_Science_And_Engineering_of_Materials_Askeland_Problem 3-47,Fundamental: Crystal Structure,openai/gpt-4o-mini,multimodal,"((1, 1, -2, 0), (2, 1, -3, 0), (1, 1, -2, 0))","((1 \overline{1} 01), (0003), (1 \overline{1} 00))",N,llm_only,11135
The_Science_And_Engineering_of_Materials_Askeland_Problem 3-83,Properties: Thermal,openai/gpt-4o-mini,multimodal,0.103,0.2327,N,llm_only,13425
The_Science_And_Engineering_of_Materials_Askeland_Problem 4-52,Materials: Metals,openai/gpt-4o-mini,multimodal,287,284,Y,llm_only,12682
The_Science_And_Engineering_of_Materials_Askeland_Problem 7-22,Materials: Metals,openai/gpt-4o-mini,multimodal,15.43,15.35,Y,llm_only,13467
The_Science_And_Engineering_of_Materials_Askeland_Problem 7-24,Structures: Composites,openai/gpt-4o-mini,multimodal,0.179,1.634,N,llm_only,11732
The_Science_And_Engineering_of_Materials_Askeland_Problem 7-26,Materials: Polymers,openai/gpt-4o-mini,multimodal,"(20, 20, -20, 0)","(22, 22, -22, 0)",Y,llm_only,6983
The_Science_And_Engineering_of_Materials_Askeland_Problem 7-28,Materials: Metals,openai/gpt-4o-mini,multimodal,"(0.628, 0.628)","(2.5, 0.0039)",N,llm_only,13194
The_Science_And_Engineering_of_Materials_Askeland_Problem 7-32,Materials: Polymers,openai/gpt-4o-mini,multimodal,"(2.70 \times 10^{-5}, 1.4307)","(0.002061, 3.01)",N,llm_only,12821
The_Science_And_Engineering_of_Materials_Askeland_Problem 7-47,Materials: Metals,openai/gpt-4o-mini,multimodal,417,29,N,llm_only,11375
The_Science_And_Engineering_of_Materials_Askeland_Problem 7-49,Materials: Metals,openai/gpt-4o-mini,multimodal,4.644,0.52,N,llm_only,11009
The_Science_And_Engineering_of_Materials_Askeland_Problem 7-51,Materials: Metals,openai/gpt-4o-mini,multimodal,4000,2000,N,llm_only,16992
The_Science_And_Engineering_of_Materials_Askeland_Problem 8-5,Materials: Semiconductors,openai/gpt-4o-mini,multimodal,"(1, 1, 2)","(1, 1, 2)",Y,llm_only,7266
The_Science_And_Engineering_of_Materials_Askeland_Problem 8-12,Materials: Polymers,openai/gpt-4o-mini,multimodal,2,0.56,N,llm_only,9054
The_Science_And_Engineering_of_Materials_Askeland_Problem 8-24,Materials: Metals,openai/gpt-4o-mini,multimodal,"(20000, 15000, 10)","(25000, 21000, 6)",N,llm_only,8816
The_Science_And_Engineering_of_Materials_Askeland_Problem 8-28,Materials: Metals,openai/gpt-4o-mini,multimodal,"(0.72, 0.84)","(0.76, 0.96)",N,llm_only,11268
The_Science_And_Engineering_of_Materials_Askeland_Problem 8-30,Materials: Metals,openai/gpt-4o-mini,multimodal,"(55, 25000, 20000, 10)","(48, 26000, 23000, 4)",N,llm_only,9910
The_Science_And_Engineering_of_Materials_Askeland_Problem 8-45,Materials: Metals,openai/gpt-4o-mini,multimodal,983.2,1414,N,llm_only,12930
The_Science_And_Engineering_of_Materials_Askeland_Problem 9-60,Materials: Metals,openai/gpt-4o-mini,multimodal,"(15.75\pi, 144, 54)","(0.68, 1.13, 0.89)",N,llm_only,11846
The_Science_And_Engineering_of_Materials_Askeland_Problem 9-72,Materials: Metals,openai/gpt-4o-mini,multimodal,0.0046,0.046,N,llm_only,7564
The_Science_And_Engineering_of_Materials_Askeland_Problem 10-40,Materials: Metals,openai/gpt-4o-mini,multimodal,"(214.29, 0.464)","(750, 1.62)",N,llm_only,16483
The_Science_And_Engineering_of_Materials_Askeland_Problem 10-42,Materials: Ceramics,openai/gpt-4o-mini,multimodal,296,331,N,llm_only,12247
The_Science_And_Engineering_of_Materials_Askeland_Problem 10-44,Materials: Ceramics,openai/gpt-4o-mini,multimodal,64.1,64.1,Y,llm_only,8354
The_Science_And_Engineering_of_Materials_Askeland_Problem 10-46,Materials: Metals,openai/gpt-4o-mini,multimodal,"(80, 30)","(49, 70)",N,llm_only,12325
The_Science_And_Engineering_of_Materials_Askeland_Problem 10-48,Materials: Metals,openai/gpt-4o-mini,multimodal,"(240, 480)","(212, 1200)",N,llm_only,13912
The_Science_And_Engineering_of_Materials_Askeland_Problem 10-56,Materials: Metals,openai/gpt-4o-mini,multimodal,"(20, 50)","(55, 18)",N,llm_only,6653
The_Science_And_Engineering_of_Materials_Askeland_Problem 11-25,Materials: Metals,openai/gpt-4o-mini,multimodal,12.73,17.5,N,llm_only,10322
The_Science_And_Engineering_of_Materials_Askeland_Problem 12-3,Materials: Polymers,openai/gpt-4o-mini,multimodal,"(0.000229, 2)","(8.9e-06, 2.81)",N,llm_only,11703
The_Science_And_Engineering_of_Materials_Askeland_Problem 12-86,Materials: Metals,openai/gpt-4o-mini,multimodal,"(800, 0.45545)","(750, 0.455)",N,llm_only,8939
The_Science_And_Engineering_of_Materials_Askeland_Problem 16-27,Materials: Polymers,openai/gpt-4o-mini,multimodal,23,105500.0,N,llm_only,15115
The_Science_And_Engineering_of_Materials_Askeland_Problem 17-19,Materials: Polymers,openai/gpt-4o-mini,multimodal,869.57,"(11.2, 22.2)",N,llm_only,12018
The_Science_And_Engineering_of_Materials_Askeland_Problem 20-31,Properties: Magnetic,openai/gpt-4o-mini,multimodal,"(6000, 14000, 600, 10, 20, 80000)","(13000, 14000, 800, 5.8, 15.6, 6300000.0)",N,llm_only,12730
The_Science_And_Engineering_of_Materials_Askeland_Problem 20-39,Structures: Composites,openai/gpt-4o-mini,multimodal,6000,1.5E+07,N,llm_only,6378
The_Science_And_Engineering_of_Materials_Askeland_Problem 21-42,Materials: Metals,openai/gpt-4o-mini,multimodal,6200,24825,N,llm_only,13576
Materials_Science_and_Engineering_An_Introduction_Callister_Example 3.9,Properties: Mechanical,openai/gpt-4o-mini,multimodal,"([0, 1, 0], [0, 1, 0, 0])","([0$\overline 2$1], [2$\overline 4$23])",N,llm_only,10577
Materials_Science_and_Engineering_An_Introduction_Callister_Example 3.10,Materials: Metals,openai/gpt-4o-mini,multimodal,(ab0),(0$\bar{1}$2),N,llm_only,10784
Materials_Science_and_Engineering_An_Introduction_Callister_Example 3.7,Materials: Metals,openai/gpt-4o-mini,multimodal,021,[$\bar{2}$21],N,llm_only,9730
Materials_Science_and_Engineering_An_Introduction_Callister_Example 3.12,Fundamental: Crystal Structure,openai/gpt-4o-mini,multimodal,"(1, 2, -3, 1)",$(1\overline{1}01)$,N,llm_only,9996
Materials_Science_and_Engineering_An_Introduction_Callister_Example 3.14,Materials: Metals,openai/gpt-4o-mini,multimodal,0.514,0.4950,N,llm_only,11868
Materials_Science_and_Engineering_An_Introduction_Callister_Example 3.5,Fundamental: Crystal Structure,openai/gpt-4o-mini,multimodal,"(0.10, 0.46, 0.24)","(0.12, 0.46, 0.20)",N,llm_only,8183
Materials_Science_and_Engineering_An_Introduction_Callister_Example 4.2,Materials: Metals,openai/gpt-4o-mini,multimodal,R,0.155R,N,llm_only,12274
Materials_Science_and_Engineering_An_Introduction_Callister_Example 5.4,Materials: Metals,openai/gpt-4o-mini,multimodal,2.25 \times 10^{-13},6.7e-13,N,llm_only,12702
Materials_Science_and_Engineering_An_Introduction_Callister_Example 6.1,Materials: Metals,openai/gpt-4o-mini,multimodal,0.765,0.77,Y,llm_only,8621
Materials_Science_and_Engineering_An_Introduction_Callister_Example 5.2,Materials: Metals,openai/gpt-4o-mini,multimodal,-7,3.24e+04,N,llm_only,16641
Materials_Science_and_Engineering_An_Introduction_Callister_Example 8.2,Materials: Metals,openai/gpt-4o-mini,multimodal,26505,1712,N,llm_only,13462
Materials_Science_and_Engineering_An_Introduction_Callister_Example 6.3,Materials: Metals,openai/gpt-4o-mini,multimodal,20000,"(93.8, 250, 57900, 15)",N,llm_only,17114
Materials_Science_and_Engineering_An_Introduction_Callister_Example 7.2,Materials: Metals,openai/gpt-4o-mini,multimodal,"(400, 15)","(340, 7)",N,llm_only,12089
Materials_Science_and_Engineering_An_Introduction_Callister_Example 12.3,Fundamental: Crystal Structure,openai/gpt-4o-mini,multimodal,3.21,2.14,N,llm_only,12695
Materials_Science_and_Engineering_An_Introduction_Callister_Example 9.3,Materials: Metals,openai/gpt-4o-mini,multimodal,0.625,"(0.67, 0.33, 0.58, 0.42)",N,llm_only,17955
Materials_Science_and_Engineering_An_Introduction_Callister_Example 18.2,Materials: Semiconductors,openai/gpt-4o-mini,multimodal,360,0.52,N,llm_only,10652
Materials_Science_and_Engineering_An_Introduction_Callister_Example 14.1,Materials: Polymers,openai/gpt-4o-mini,multimodal,"(21150, 338.4, 23200)","(21150, 338, 23200)",N,llm_only,9897
Materials_Science_and_Engineering_An_Introduction_Callister_Example 19.1,Materials: Metals,openai/gpt-4o-mini,multimodal,106,106,Y,llm_only,12353
Physical_Metallurgy_Hosford_Example 5.4,Fundamental: Phase Diagram,openai/gpt-4o-mini,multimodal,"(50, 50)","(0.044, 0.456)",N,llm_only,11862
Physical_Metallurgy_Hosford_Example 9.1,Materials: Metals,openai/gpt-4o-mini,multimodal,20500,88500,N,llm_only,8328
Physical_Metallurgy_Hosford_Example 9.2,Fundamental: Diffusion & Kinetics,openai/gpt-4o-mini,multimodal,2,3.02,N,llm_only,9752
Physical_Metallurgy_Hosford_Example 14.1,Materials: Metals,openai/gpt-4o-mini,multimodal,352.5,-1.95E+06,N,llm_only,15303
Physical_Metallurgy_Hosford_Example 17.3,Materials: Metals,openai/gpt-4o-mini,multimodal,0.00681,1.3347,N,llm_only,11427
Physical_Metallurgy_Hosford_Example 20.1,Materials: Metals,openai/gpt-4o-mini,multimodal,13,11.5,N,llm_only,10650
