question_id,subject,model,mode,model_extracted_output,correct_answer,correct,notes,request_time_ms
Introduction_to_Materials_Science_for_Engineers_Shackelford_5.25,Materials: Metals,openai/o4-mini,text_only,3.24\times10^{-4},3.24E-04,N,llm_only,11640
Introduction_to_Materials_Science_for_Engineers_Shackelford_6.1,Materials: Metals,openai/o4-mini,text_only,108000,108,N,llm_only,26945
Introduction_to_Materials_Science_for_Engineers_Shackelford_6.7,Properties: Mechanical,openai/o4-mini,text_only,"(2.96,2.38\times10^{-5})","(2.96, 2.39e-5)",Y,llm_only,10863
Introduction_to_Materials_Science_for_Engineers_Shackelford_6.17,Materials: Glasses,openai/o4-mini,text_only,1.4\times10^{-5},4.69,N,llm_only,28106
Introduction_to_Materials_Science_for_Engineers_Shackelford_6.19,Materials: Polymers,openai/o4-mini,text_only,8.97\times10^9,8970,N,llm_only,12226
Introduction_to_Materials_Science_for_Engineers_Shackelford_6.23,Materials: Metals,openai/o4-mini,text_only,9.75\times10^7,97.5,N,llm_only,8552
Introduction_to_Materials_Science_for_Engineers_Shackelford_6.45,Materials: Metals,openai/o4-mini,text_only,"345,690","(400, 550)",Y,llm_only,50445
Introduction_to_Materials_Science_for_Engineers_Shackelford_6.49,Materials: Metals,openai/o4-mini,text_only,"(254000,\ 1.6\times10^{-5},)","(252, 1.75e-5)",N,llm_only,16789
Introduction_to_Materials_Science_for_Engineers_Shackelford_6.53,Materials: Ceramics,openai/o4-mini,text_only,"(30.3,\;303)","(30.3, 303)",Y,llm_only,9111
Introduction_to_Materials_Science_for_Engineers_Shackelford_6.57,Materials: Elastomers,openai/o4-mini,text_only,"(246.6,0.612,0.333,0.171)","(247, 0.612, 0.333, 0.171)",N,llm_only,16899
Introduction_to_Materials_Science_for_Engineers_Shackelford_6.61,Materials: Glasses,openai/o4-mini,text_only,"3.76\times10^5,236,344","(405, (759, 1010), (1120, 1218))",N,llm_only,25267
Introduction_to_Materials_Science_for_Engineers_Shackelford_7.1,Materials: Metals,openai/o4-mini,text_only,"(67500,105000,270000)","(66600, 107000, 282000)",N,llm_only,16128
Introduction_to_Materials_Science_for_Engineers_Shackelford_7.3,Materials: Metals,openai/o4-mini,text_only,2941,2940,N,llm_only,12413
Introduction_to_Materials_Science_for_Engineers_Shackelford_7.5,Materials: Metals,openai/o4-mini,text_only,0.01007,10.07,N,llm_only,11356
Introduction_to_Materials_Science_for_Engineers_Shackelford_7.7,Materials: Metals,openai/o4-mini,text_only,47.7,49.4,N,llm_only,18738
Introduction_to_Materials_Science_for_Engineers_Shackelford_7.9,Materials: Ceramics,openai/o4-mini,text_only,9000,-11.7,N,llm_only,13764
Introduction_to_Materials_Science_for_Engineers_Shackelford_7.21,Materials: Ceramics,openai/o4-mini,text_only,1122,-1.12,N,llm_only,7546
Introduction_to_Materials_Science_for_Engineers_Shackelford_8.11,Materials: Semiconductors,openai/o4-mini,text_only,9.0\times10^{-5},57 \mu \mathrm{~m} \leq a \leq 88 \mu \mathrm{~m},N,llm_only,14521
Introduction_to_Materials_Science_for_Engineers_Shackelford_8.13,Materials: Ceramics,openai/o4-mini,text_only,3\times10^{-4},286,N,llm_only,20640
Introduction_to_Materials_Science_for_Engineers_Shackelford_8.19,Materials: Polymers,openai/o4-mini,text_only,1.7\times10^8,226,N,llm_only,15061
Introduction_to_Materials_Science_for_Engineers_Shackelford_8.23,Materials: Metals,openai/o4-mini,text_only,21.7\,52.8,N,llm_only,9185
Introduction_to_Materials_Science_for_Engineers_Shackelford_8.33,Materials: Metals,openai/o4-mini,text_only,"(0.0395,-0.0395)","(0.14, -0.13)",N,llm_only,27456
Introduction_to_Materials_Science_for_Engineers_Shackelford_9.3,Materials: Metals,openai/o4-mini,text_only,"(2,1,2)","(2, 1, 2)",Y,llm_only,12215
Introduction_to_Materials_Science_for_Engineers_Shackelford_9.39,Materials: Ceramics,openai/o4-mini,text_only,0.55,0.928,N,llm_only,58315
Introduction_to_Materials_Science_for_Engineers_Shackelford_9.61,Materials: Metals,openai/o4-mini,text_only,"(58.0,59.0)","(58.2, 58.8)",N,llm_only,36628
Introduction_to_Materials_Science_for_Engineers_Shackelford_10.1,Materials: Metals,openai/o4-mini,text_only,1.1\times10^{-13},8.43E+12,N,llm_only,9506
Introduction_to_Materials_Science_for_Engineers_Shackelford_10.23,Materials: Metals,openai/o4-mini,text_only,"(10,10)","($>\approx 10^{\circ} \mathrm{C} / \mathrm{s}$, $<\approx 10^{\circ} \mathrm{C} / \mathrm{s}$)",Y,llm_only,38382
Introduction_to_Materials_Science_for_Engineers_Shackelford_10.25,Materials: Metals,openai/o4-mini,text_only,900\,84.6,N,llm_only,17678
Introduction_to_Materials_Science_for_Engineers_Shackelford_10.27,Materials: Metals,openai/o4-mini,text_only,52,C53,N,llm_only,14728
Introduction_to_Materials_Science_for_Engineers_Shackelford_10.31,Materials: Metals,openai/o4-mini,text_only,"(4340,8640)","(4340, 9840)",N,llm_only,15418
Introduction_to_Materials_Science_for_Engineers_Shackelford_10.33,Materials: Metals,openai/o4-mini,text_only,403,400,N,llm_only,12995
Introduction_to_Materials_Science_for_Engineers_Shackelford_10.39,Materials: Metals,openai/o4-mini,text_only,30.56,31,N,llm_only,10593
Introduction_to_Materials_Science_for_Engineers_Shackelford_10.45,Materials: Ceramics,openai/o4-mini,text_only,4.8\times10^5,475,N,llm_only,10723
Introduction_to_Materials_Science_for_Engineers_Shackelford_11.1,Materials: Metals,openai/o4-mini,text_only,"(7850,99.7)","(7.85, 99.7)",N,llm_only,15367
Introduction_to_Materials_Science_for_Engineers_Shackelford_11.3,Materials: Metals,openai/o4-mini,text_only,"(8.9,\;6220)","(5.94, 4158)",N,llm_only,14914
Introduction_to_Materials_Science_for_Engineers_Shackelford_11.5,Materials: Metals,openai/o4-mini,text_only,332,332,N,llm_only,8618
Introduction_to_Materials_Science_for_Engineers_Shackelford_11.7,Materials: Metals,openai/o4-mini,text_only,10.1,10.1,Y,llm_only,16671
Introduction_to_Materials_Science_for_Engineers_Shackelford_11.13,Materials: Metals,openai/o4-mini,text_only,0.3462,0.346,N,llm_only,9556
Introduction_to_Materials_Science_for_Engineers_Shackelford_11.15,Materials: Glasses,openai/o4-mini,text_only,"(13.75,9.87,76.38)","(13.7, 9.9, 76.4)",N,llm_only,18129
Introduction_to_Materials_Science_for_Engineers_Shackelford_11.17,Materials: Glasses,openai/o4-mini,text_only,42.1875,42.2,N,llm_only,9654
Introduction_to_Materials_Science_for_Engineers_Shackelford_11.19,Materials: Glasses,openai/o4-mini,text_only,1.30\times10^{-9},1.30,N,llm_only,22128
Introduction_to_Materials_Science_for_Engineers_Shackelford_11.21,Materials: Ceramics,openai/o4-mini,text_only,4.2\times10^{-8},0.0425,N,llm_only,24993
Introduction_to_Materials_Science_for_Engineers_Shackelford_11.27,Materials: Metals,openai/o4-mini,text_only,"(480,20)","(450, 8)",N,llm_only,21870
Introduction_to_Materials_Science_for_Engineers_Shackelford_11.33,Materials: Glasses,openai/o4-mini,text_only,512,512,N,llm_only,15893
Introduction_to_Materials_Science_for_Engineers_Shackelford_11.35,Materials: Metals,openai/o4-mini,text_only,22.6,22.6,Y,llm_only,14134
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.1,Materials: Polymers,openai/o4-mini,text_only,21040.5,21040,N,llm_only,12495
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.7,Materials: Elastomers,openai/o4-mini,text_only,34059.5,34060,N,llm_only,15429
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.9,Materials: Polymers,openai/o4-mini,text_only,612,612,Y,llm_only,20790
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.11,Materials: Elastomers,openai/o4-mini,text_only,0.553,0.552,N,llm_only,13604
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.13,Materials: Polymers,openai/o4-mini,text_only,1.02\times10^{-7},101,N,llm_only,15635
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.17,Materials: Polymers,openai/o4-mini,text_only,"(5.00\times10^{4},5.7,1.27\times10^{2})","(50010, 4.87, 126)",N,llm_only,16174
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.19,Materials: Polymers,openai/o4-mini,text_only,393,393,N,llm_only,10264
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.23,Materials: Polymers,openai/o4-mini,text_only,60,3.61E+25,N,llm_only,13754
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.25,Materials: Elastomers,openai/o4-mini,text_only,0.0215,0.0426,N,llm_only,16111
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.27,Materials: Polymers,openai/o4-mini,text_only,"(49.7, 1.532)","(49.7, 1.53)",Y,llm_only,13473
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.33,Materials: Polymers,openai/o4-mini,text_only,22.95,23.0,N,llm_only,7257
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.35,Materials: Polymers,openai/o4-mini,text_only,1.50,1.50,N,llm_only,9393
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.41,Materials: Hybrids,openai/o4-mini,text_only,9.62,9.58,N,llm_only,11687
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.43,Materials: Polymers,openai/o4-mini,text_only,281.05,2.89E+05,N,llm_only,8836
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.45,Materials: Metals,openai/o4-mini,text_only,274,2.86E+05,N,llm_only,8274
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.51,Materials: Glasses,openai/o4-mini,text_only,0.389,0.34,N,llm_only,10246
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.55,Materials: Metals,openai/o4-mini,text_only,0.30,4.1 to 16,N,llm_only,22583
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.59,Materials: Metals,openai/o4-mini,text_only,77.9,7.96E+06,N,llm_only,9802
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.63,Materials: Metals,openai/o4-mini,text_only,9.23\times10^2,9.42E+07,N,llm_only,38666
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.67,Materials: Polymers,openai/o4-mini,text_only,"\text{Acrylics (Lucite), Nylon-66, Polycarbonate}",0.341,N,llm_only,12996
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.3,Materials: Semiconductors,openai/o4-mini,text_only,"(33.3,\;1.8\times10^{-5})","(33.3, 18.0)",Y,llm_only,9614
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.5,Materials: Metals,openai/o4-mini,text_only,4.42,4.71,N,llm_only,11098
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.7,Materials: Metals,openai/o4-mini,text_only,4.49\times10^2,734,N,llm_only,12093
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.9,Materials: Metals,openai/o4-mini,text_only,1.27\times10^3,994,N,llm_only,10441
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.11,Structures: Composites,openai/o4-mini,text_only,"(3.7\times10^{-2},\;4.7\times10^{-2})","(0.0353, 0.0451)",N,llm_only,21034
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.13,Materials: Semiconductors,openai/o4-mini,text_only,"\bigl(9.4\times10^{-39},\;1.2\times10^{-25},\;3.4\times10^{-12}\bigr)","(3.75e-13, 1.79e-6)",N,llm_only,12519
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.15,Materials: Metals,openai/o4-mini,text_only,3.6\times10^{-2},34.8,N,llm_only,12057
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.21,Materials: Metals,openai/o4-mini,text_only,8.80,8.80,N,llm_only,10237
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.27,Materials: Metals,openai/o4-mini,text_only,2220,2210,N,llm_only,14678
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.31,Materials: Semiconductors,openai/o4-mini,text_only,2.9\times10^{-5},2.89E-05,Y,llm_only,10681
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.33,Materials: Ceramics,openai/o4-mini,text_only,1.2\times10^{-4},1.2E-04,Y,llm_only,9651
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.39,Properties: Mechanical,openai/o4-mini,text_only,109,109,N,llm_only,9334
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.43,Properties: Thermal,openai/o4-mini,text_only,4.3\times10^{-10},5.2E-10,N,llm_only,31196
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.45,Materials: Semiconductors,openai/o4-mini,text_only,"(0.67,0.33,0.91,0.09)","(0.657, 0.343, 0.950, 0.050)",N,llm_only,23714
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.47,Materials: Semiconductors,openai/o4-mini,text_only,1.74\times10^4,1.74E+04,Y,llm_only,11807
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.51,Materials: Semiconductors,openai/o4-mini,text_only,4.52,4.77,Y,llm_only,13153
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.53,Materials: Semiconductors,openai/o4-mini,text_only,"(9.07\times10^{-6},\;4.53\times10^{21})","(9.07e-6, 4.54e21)",Y,llm_only,14376
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.65,Materials: Metals,openai/o4-mini,text_only,793,317,N,llm_only,48045
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.67,Materials: Metals,openai/o4-mini,text_only,"(1.3\times10^{-10},9.8\times10^{-7},2.9\times10^{2})","(1.11e-10, 9.31e-7, 289)",N,llm_only,24575
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.73,Materials: Semiconductors,openai/o4-mini,text_only,7.7,7.5,N,llm_only,28940
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.75,Materials: Semiconductors,openai/o4-mini,text_only,0.11,0.1,N,llm_only,12819
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.77,Materials: Semiconductors,openai/o4-mini,text_only,"(0.955,0.045)","(0.973, 0.027)",Y,llm_only,11724
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.79,Materials: Metals,openai/o4-mini,text_only,0.77,2.76,N,llm_only,49430
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.83,Materials: Semiconductors,openai/o4-mini,text_only,"(1.0\times10^3,\;6.7\times10^3,\;5.7\times10^9)","(1e3, 7.14e3, 5.14)",N,llm_only,23658
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.89,Materials: Semiconductors,openai/o4-mini,text_only,3.77\times10^7,3.8E+07,N,llm_only,13160
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.91,Materials: Metals,openai/o4-mini,text_only,3.87\times10^7,3.81E+07,N,llm_only,10075
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.1,Structures: Composites,openai/o4-mini,text_only,"(4.32\times10^{14},2.86\times10^{-19})","(3.318e14, 1.786)",N,llm_only,6342
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.3,Materials: Glasses,openai/o4-mini,text_only,13.8,16.9,N,llm_only,12349
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.5,Materials: Ceramics,openai/o4-mini,text_only,"\bigl(\arcsin(1/n_c),\;\arcsin(1/n_g)\bigr)","(40.98, 41.47)",N,llm_only,16943
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.7,Materials: Glasses,openai/o4-mini,text_only,31.4,34.0,N,llm_only,11824
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.9,Materials: Polymers,openai/o4-mini,text_only,40.8,40.8,N,llm_only,9301
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.11,Materials: Polymers,openai/o4-mini,text_only,3.23\times10^2,323,Y,llm_only,10454
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.15,Structures: Composites,openai/o4-mini,text_only,7.14,7.14,N,llm_only,5578
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.19,Properties: Optical,openai/o4-mini,text_only,4.87\times10^{-6},4.87,N,llm_only,11103
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.21,Materials: Semiconductors,openai/o4-mini,text_only,"(400,548.7)","(400, 549)",N,llm_only,7721
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.23,Properties: Magnetic,openai/o4-mini,text_only,"(0.2513,-10)","(0.251, 10)",N,llm_only,12677
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.27,Materials: Metals,openai/o4-mini,text_only,0.99995,0.99995,N,llm_only,10290
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.29,Materials: Metals,openai/o4-mini,text_only,"(0.36,-25)","(0.36, -25)",Y,llm_only,9575
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.31,Materials: Metals,openai/o4-mini,text_only,"(0.92,-17.9)","(0.92, -18)",N,llm_only,9113
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.35,Materials: Metals,openai/o4-mini,text_only,"(3.71\times10^{-22},6.04\times10^{5})","(40, 6.04e5)",N,llm_only,16327
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.47,Materials: Metals,openai/o4-mini,text_only,1500,1.50,N,llm_only,6190
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.57,Materials: Ceramics,openai/o4-mini,text_only,2400,2.4,N,llm_only,7738
Introduction_to_Materials_Science_for_Engineers_Shackelford_15.13,Materials: Metals,openai/o4-mini,text_only,2.80,2.80,Y,llm_only,15988
Introduction_to_Materials_Science_for_Engineers_Shackelford_15.19,Materials: Semiconductors,openai/o4-mini,text_only,"(2.20,2.10)","(2.19, 1.91 to 2.10)",Y,llm_only,11273
Introduction_to_Materials_Science_for_Engineers_Shackelford_15.21,Materials: Metals,openai/o4-mini,text_only,"(1.78,2.10,2.15)","(1.78, 2.10, 2.15)",Y,llm_only,16328
Introduction_to_Materials_Science_for_Engineers_Shackelford_15.25,Materials: Metals,openai/o4-mini,text_only,1.56\times10^{16},1.56E+16,N,llm_only,9003
Introduction_to_Materials_Science_for_Engineers_Shackelford_15.27,Materials: Metals,openai/o4-mini,text_only,2.08\times10^{16},2.08E+16,N,llm_only,12209
Introduction_to_Materials_Science_for_Engineers_Shackelford_15.29,Materials: Metals,openai/o4-mini,text_only,0.46,0.467,N,llm_only,8971
Introduction_to_Materials_Science_for_Engineers_Shackelford_15.33,Materials: Metals,openai/o4-mini,text_only,2.54,2.54E-03,N,llm_only,15425
Introduction_to_Materials_Science_for_Engineers_Shackelford_15.37,Materials: Metals,openai/o4-mini,text_only,21.4,21.8,N,llm_only,9183
Introduction_to_Materials_Science_for_Engineers_Shackelford_15.39,Materials: Metals,openai/o4-mini,text_only,"(7.5\times10^{-6},3.75\times10^{-5})","(7.50, 37.5)",N,llm_only,17664
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 1.4,Properties: Thermal,openai/o4-mini,text_only,2.868,2.868,Y,llm_only,7357
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 1.5,Properties: Thermal,openai/o4-mini,text_only,8,8,Y,llm_only,9569
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 1.7,Materials: Semiconductors,openai/o4-mini,text_only,4.79,4.79,N,llm_only,10905
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 2.1,Properties: Electrical,openai/o4-mini,text_only,1.59,1.589,N,llm_only,10624
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 2.2,Materials: Metals,openai/o4-mini,text_only,"(0.0276,1.0)","(0.02758, 1.0)",Y,llm_only,10384
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 2.3,Properties: Electrical,openai/o4-mini,text_only,20.96,20.9478,Y,llm_only,12490
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 2.6,Materials: Metals,openai/o4-mini,text_only,"\bigl(1.8\times10^{23},\;1.8\times10^{23}\frac{\sigma_{\rm Si}}{\sigma_{\rm Al}}\bigr)","(1.807e23, 2.0e23)",Y,llm_only,21553
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 2.8,Materials: Metals,openai/o4-mini,text_only,1.37,1.38,N,llm_only,10305
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 2.9,Materials: Semiconductors,openai/o4-mini,text_only,8.92\times10^{-3},8.9E-03,N,llm_only,14733
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 2.10,Materials: Metals,openai/o4-mini,text_only,"(254.0,259.7)","(254.45, 259.7)",N,llm_only,6987
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 2.11,Properties: Electrical,openai/o4-mini,text_only,"(0.00244,\;2.44,\;58.6,\;2570)","(2.44366 \times 10^{-3}, 2.443, 58.6, 2566)",Y,llm_only,14406
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 2.12,Materials: Metals,openai/o4-mini,text_only,4.29\times10^{-8},40.69,N,llm_only,11700
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 2.14,Materials: Metals,openai/o4-mini,text_only,1s^22s^22p^63s^23p^64s^23d^6,1\mathrm{s}^2 2\mathrm{s}^2 2\mathrm{p}^6 3\mathrm{s}^2 3\mathrm{p}^6 4\mathrm{s}^2 3\mathrm{d}^6,Y,llm_only,7805
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 3.1,Materials: Semiconductors,openai/o4-mini,text_only,43.1,43.1,N,llm_only,9492
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 3.2,Materials: Semiconductors,openai/o4-mini,text_only,E_{g} \;=\;\frac{1.24}{\lambda},$\frac{1.24}{E_{\mathrm{g}}}$,Y,llm_only,11425
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 3.3,Materials: Semiconductors,openai/o4-mini,text_only,357.3,357,N,llm_only,12318
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 3.4,Materials: Metals,openai/o4-mini,text_only,2.17\times10^{-18},13.6,N,llm_only,12831
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 3.5,Materials: Semiconductors,openai/o4-mini,text_only,E_c - 5.23\times10^{-3},5.22,N,llm_only,16693
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 3.6,Properties: Thermal,openai/o4-mini,text_only,0.0259,0.026,Y,llm_only,9429
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 3.7,Materials: Semiconductors,openai/o4-mini,text_only,0.0254,0.025,N,llm_only,10398
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 3.9,Materials: Semiconductors,openai/o4-mini,text_only,78.1,781,N,llm_only,5732
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 3.11,Materials: Semiconductors,openai/o4-mini,text_only,"1.1245,\;1.4224","(1.124, 1.422)",Y,llm_only,12352
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 3.12,Materials: Semiconductors,openai/o4-mini,text_only,365.6,365,Y,llm_only,10481
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 4.1,Materials: Metals,openai/o4-mini,text_only,"(7.0,1.76)","(7, 1.76)",Y,llm_only,8066
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 4.2,Materials: Semiconductors,openai/o4-mini,text_only,-0.0127,-12.8,N,llm_only,17271
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 4.3,Materials: Semiconductors,openai/o4-mini,text_only,"(1\times10^{16},\;1\times10^{4},\;0.357)","(1 \times 10^{16}, 2.25 \times 10^{4}, 0.349)",Y,llm_only,13084
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 4.4,Materials: Semiconductors,openai/o4-mini,text_only,"(1\times10^{17},2.25\times10^{3},-0.41)","(1 \times 10^{17}, 2.25 \times 10^{3}, -0.407)",N,llm_only,15507
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 4.5,Materials: Semiconductors,openai/o4-mini,text_only,0.013,-0.037,N,llm_only,19369
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 5.1,Materials: Semiconductors,openai/o4-mini,text_only,0.75,0.756,N,llm_only,7824
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 5.2,Materials: Semiconductors,openai/o4-mini,text_only,0.75,0.757,Y,llm_only,11272
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 5.3,Materials: Semiconductors,openai/o4-mini,text_only,3.27\times10^{-5},327.8,N,llm_only,12500
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 5.4,Materials: Semiconductors,openai/o4-mini,text_only,"(0.79,4.9\times10^4)","(0.795, 4.91 \times 10^4)",Y,llm_only,18767
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 5.5,Materials: Semiconductors,openai/o4-mini,text_only,"(0.3,\;2.5\times10^{-5},\;1.2\times10^{-3})","(0.3, 2.42 \times 10^{-5}, 1.15 \times 10^{-3})",N,llm_only,16555
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 5.6,Materials: Semiconductors,openai/o4-mini,text_only,"(3.8\times10^{-3},\;3.762\times10^{-3})","(3.8, 3.762)",Y,llm_only,9167
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 5.7,Materials: Semiconductors,openai/o4-mini,text_only,104,103.5,N,llm_only,11891
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 5.8,Materials: Semiconductors,openai/o4-mini,text_only,3.6\times10^{-17},2.82E-04,N,llm_only,28607
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 6.1,Materials: Semiconductors,openai/o4-mini,text_only,"(1.03\times10^{-6},5.12\times10^{-7})","(10.25, 5.12)",N,llm_only,12274
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 6.2,Materials: Semiconductors,openai/o4-mini,text_only,375\text{–}388,387.5,N,llm_only,7482
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 6.3,Materials: Semiconductors,openai/o4-mini,text_only,\frac{\alpha}{1 - \alpha},$\beta=\frac{\alpha}{1-\alpha}$,Y,llm_only,8067
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 7.2,Materials: Metals,openai/o4-mini,text_only,"(1.97\times10^{-3},7.08,3.60\times10^{3})","(1.96 \times 10^{-3},7.080, 3600)",Y,llm_only,19720
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 7.3,Materials: Semiconductors,openai/o4-mini,text_only,"(17.7,22.1)","(17.7, 22.12)",Y,llm_only,23969
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 7.4,Properties: Electrical,openai/o4-mini,text_only,"(1.69\times10^{-40},1.52,1.52\times10^{-24},5.87\times10^{-17},1.96\times10^{6})","(1.69 \times 10^{-40}, 1.52, 1.52 \times 10^{-24}, 1.32 \times 10^{-16}, 870284)",N,llm_only,24353
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 7.5,Materials: Semiconductors,openai/o4-mini,text_only,"(1.39\times10^{-41},1.92\times10^{-40})","(1.387 \times 10^{-41}, 1.92 \times 10^{-40})",Y,llm_only,29392
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 7.7,Materials: Metals,openai/o4-mini,text_only,7.85,7.923,N,llm_only,21280
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 7.8,Materials: Glasses,openai/o4-mini,text_only,"2.25,\;0.70",0.704,Y,llm_only,7809
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 7.9,Materials: Metals,openai/o4-mini,text_only,7.85\times10^{-12},7.85,Y,llm_only,11940
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 7.10,Materials: Semiconductors,openai/o4-mini,text_only,79.6,79.5,N,llm_only,11365
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 7.11,Materials: Metals,openai/o4-mini,text_only,"(\infty,13.3,0.796,0,0.754,12.6)","(\infty, 13.26, 0.796, 0, 0.754, 12.56)",N,llm_only,13805
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 8.1,Materials: Metals,openai/o4-mini,text_only,6.85\times10^{-9},7.23E-12,N,llm_only,16460
